,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,A,A,A,B,B,B,B,B,C,C,C,C,D,D,D,D,,
27067,15.493,761.61633,SM 37:1;3O,[M+H]+,ion correlated with 39777; ion correlated with 28440; ion correlated with 31809; ion correlated with 30171; ion correlated with 10935; ion correlated with 30165; ion correlated with 27783; adduct linked to 28280_[M+NH4]+; found in higher mz's MsMs_29608; found in higher mz's MsMs_28280; found in higher mz's MsMs_29591; found in higher mz's MsMs_28360; found in higher mz's MsMs_33366; found in higher mz's MsMs_33381; found in higher mz's MsMs_32456,0.176,TRUE,5,761.6167,C42H85N2O7P,SM,CGBULHXWFURFCE-DQRAZIAONA-N,CCCCCCCCCCCCCCC(O)C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCC\C=C/CCCCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.5,54.1,73.5,100,50.3,SXY_FDUhhuang_197_pos,761.61456:184626 762.61791:136661 763.62127:92638,104.10754:40 105.10327:40 107.10024:40 111.11951:35 124.9932:40 125.00261:224 127.0072:81 147.65727:35 157.10956:81 184.07204:12638 184.47765:81 185.07643:4719 186.0778:2685 187.08189:650 217.16679:40 259.2009:40 277.20782:339 339.28387:81 346.34869:35 363.25098:40 363.267:444 363.29108:161 465.36227:40 467.36783:161 479.36557:81 481.3764:81 505.33929:202 509.46622:81 527.51019:81 550.50586:35 569.43707:3176 589.45441:40 589.46802:162 589.50549:81 601.52136:81 743.62738:287 760.58563:81 761.58026:11037,77298,2828450,10739,37207,24199,9915,30130,22265,3691,3798780,12130,5029,18627,129626,3206686,33801,9930,603441.4191,1288201.938
27068,19.746,761.62744,SM 37:1;3O,[M+H]+,,0.118,TRUE,5,761.6167,C42H85N2O7P,SM,CGBULHXWFURFCE-DQRAZIAONA-N,CCCCCCCCCCCCCCC(O)C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCC\C=C/CCCCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,99.1,98.9,55.4,61.7,100,35.91,SXY_FDUhhuang_283_pos,761.62744:97909 762.63079:67815 763.63415:28869,124.99903:121 149.05945:81 184.07297:8164 185.07544:748 186.07491:161 195.3774:35 237.12988:40 301.05191:40 313.26062:40 361.01913:35 363.26694:575 564.54523:121 569.43549:4321 582.5285:40 761.57318:1497 761.60413:1176 761.62347:1657 761.68542:196 761.75128:161,1044933,801025,348548,311193,1594165,8367,962037,883184,3744124,662923,125311,240837,644731,2344838,216802,518464,712201,891981.4178,933464.9133
27071,17.28,761.63165,SM 37:1;3O,[M+H]+,,0.412,TRUE,5,761.6167,C42H85N2O7P,SM,CGBULHXWFURFCE-DQRAZIAONA-N,CCCCCCCCCCCCCCC(O)C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCC\C=C/CCCCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,96.3,99.2,88,61.2,100,134.92,SXY_FDUhhuang_197_pos,761.63129:474899 762.63464:577217 763.638:228347,101.34358:81 104.10468:14009 105.1076:1819 105.12198:120 109.09697:162 116.99345:121 121.09839:81 123.11358:81 124.59516:80 124.603:897 124.99949:122060 126.00056:3815 126.46868:81 126.6628:81 134.1188:81 135.11655:81 143.00839:202 144.02177:81 147.1123:81 151.14145:81 163.00694:40 166.06236:4241 167.06718:790 181.01865:81 183.4882:12145 183.7106:81 183.79617:162 183.95026:121 184.0416:138 184.05112:173 184.08347:1159262 184.55199:2832 184.5882:881 184.61298:3984 184.63203:3054 184.65302:1817 184.6797:2183 184.73308:980 184.75787:1019 184.79601:347 184.81699:884 184.8475:544 184.85895:424 184.87421:611 184.92189:869 184.97531:363 184.99248:161 185.06499:14545 185.07645:152805 185.46788:226 185.48891:121 185.54813:289 185.57489:199 185.5959:279 185.6265:477 185.63605:382 185.68765:407 185.71442:404 185.73927:482 185.77177:400 185.82341:441 185.8387:328 185.86165:160 185.89226:199 185.8999:333 185.95729:388 185.97643:160 185.99937:215 186.07782:504 186.11227:200 186.16013:160 186.19458:267 186.21564:260 186.26349:255 186.28456:245 186.37839:121 186.44734:161 186.48756:250 186.52588:228 186.54121:160 186.55653:160 186.57762:201 186.64278:161 186.65236:255 186.67535:160 186.72328:161 186.75586:161 186.78079:161 186.8364:121 186.88817:161 186.9035:236 186.9342:201 186.96872:280 187.03011:161 187.08191:121 187.13564:121 187.18938:121 187.23929:161 187.27193:161 187.30647:161 187.36407:121 187.37944:161 187.45435:161 187.47931:121 187.57536:161 187.64453:81 187.71179:121 187.72333:81 187.75601:81 187.80214:121 187.85789:161 187.9425:202 188.01367:201 188.0406:161 188.10217:121 188.1445:81 188.19069:121 188.26959:121 188.32156:121 188.40244:201 188.46213:121 188.49487:121 188.56036:81 188.61815:161 188.6355:121 188.67403:121 188.78195:121 188.8687:121 188.90147:201 189.00175:81 189.05576:121 189.17343:81 189.23132:81 189.32204:81 189.36836:121 189.44173:121 189.56532:81 189.63486:81 189.72372:81 189.92474:202 189.99628:81 190.22452:81 190.45871:121 190.65622:81 191.37553:121 192.70526:121 195.12759:81 196.80467:81 219.87511:35 239.23361:81 248.25226:81 258.10443:81 265.25485:81 283.48389:81 313.2728:202 314.27921:162 340.30017:81 419.24405:121 420.25574:162 445.26596:162 446.2641:121 478.32498:1784 479.33493:1752 495.74808:81 496.33234:3528 497.34232:4515 504.33704:1824 505.33936:2103 522.35162:509 523.35242:697 523.38452:160 529.43549:40 544.67908:35 569.43042:121 577.50977:386 578.51819:2881 741.79999:35 756.31281:81 759.12787:4899 759.2052:151 759.54535:121 760.33813:81 760.42712:81 760.58185:2413 760.62054:600 760.65924:158 760.72113:201 760.74438:121 760.84882:81 760.89911:121 760.94171:81 761.06165:121 761.18555:121 761.23193:161 761.50293:173 761.58807:503958,7427882,6723695,4856584,3384846,6000882,1876359,10147684,3040866,9255695,3276152,828317,846639,2121267,6956148,3017087,3631083,4366709,4573993.801,2778962.061
27072,17.344,761.63208,SM 37:1;3O,[M+H]+,found in higher mz's MsMs_44892,0.471,TRUE,5,761.6167,C42H85N2O7P,SM,CGBULHXWFURFCE-DQRAZIAONA-N,CCCCCCCCCCCCCCC(O)C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCC\C=C/CCCCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,96.6,99.2,90.2,61.5,100,150.6,SXY_FDUhhuang_445_pos,761.63129:264809 762.63464:407663 763.638:126254,104.10613:5009 105.10905:822 124.60134:161 124.9994:48178 126.00204:2592 143.00316:40 166.06204:2038 166.08192:198 167.06323:81 183.48778:7422 184.07924:989517 184.47914:215 184.55347:1279 184.57442:263 184.61255:1722 184.63351:1280 184.65067:944 184.66972:1051 184.68117:1072 184.73647:465 184.75934:885 184.77841:477 184.79176:325 184.80701:472 184.84706:417 184.86613:370 184.88712:544 184.91573:509 184.94626:244 185.06265:1876 185.076:102221 185.36812:121 185.46172:121 185.53241:121 185.5649:81 185.62413:161 185.69485:161 185.72736:161 185.77516:121 185.79236:161 185.8287:201 185.85165:121 185.93388:161 186.07738:161 186.10991:161 186.18456:121 186.20561:121 186.25539:121 186.43732:121 186.47371:161 186.69408:121 186.73816:161 186.98553:121 187.08147:81 187.18317:121 187.28874:81 187.35402:81 187.42123:121 187.46541:161 187.68828:162 187.92282:81 188.01706:81 188.71404:121 189.00706:81 189.6711:121 191.0007:81 239.25887:81 313.27151:81 336.34055:35 445.26074:81 478.31326:121 478.32553:846 479.33548:301 496.33905:1460 497.33966:2264 504.34375:250 505.34293:931 523.33356:231 523.35919:254 569.4339:81 577.48291:40 578.5014:259 578.51831:1593 758.13788:81 759.12317:2129 760.58099:531 760.59644:668 760.65063:160 760.91376:162 761.14594:121 761.59106:484161,4927766,1527151,2207873,6391384,1483673,3508140,1483871,3706447,12307852,892787,5294506,5053563,5510526,1319616,3870817,2615141,2318388,3789382.408,2781999.824
25832,15.493,743.61005,SM 37:2;2O,[M+H]+,ion correlated with 27178; ion correlated with 28440; ion correlated with 27852; ion correlated with 31809; ion correlated with 30034; ion correlated with 29754; ion correlated with 41303; ion correlated with 28369; ion correlated with 30171; ion correlated with 28280; ion correlated with 28982; ion correlated with 35811; ion correlated with 28212; ion correlated with 33282; ion correlated with 25337; ion correlated with 27783; ion correlated with 27579; ion correlated with 27718; ion correlated with 26359; ion correlated with 28518; ion correlated with 35966; found in higher mz's MsMs_29608; found in higher mz's MsMs_27067; found in higher mz's MsMs_28280,0.176,TRUE,5.42,743.60614,C42H83N2O6P,SM,PYNREGHAEXQGGB-GJLVVWLQNA-N,CCCCCCC\C=C/C\C=C/CCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)CCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.5,56.1,69.7,100,18.07,SXY_FDUhhuang_461_pos,743.60583:80117 744.60918:54115 745.61254:63798,105.0717:81 117.06322:35 123.11194:40 124.99783:162 135.11148:40 141.12709:35 147.11542:40 155.09012:35 175.11412:40 184.07144:1870 189.16312:40 192.33278:35 239.10013:35 261.18634:40 309.27377:35 335.3038:35 356.272:40 366.35925:35 389.29709:35 407.34314:40 416.35345:35 441.4256:35 459.42517:81 481.36646:40 483.41229:35 496.41269:35 517.43427:35 568.45184:35 601.51959:40 633.52911:35 644.49725:35 655.58832:40 660.45355:35 687.58875:81 698.54242:35 725.59845:81 741.23145:81 743.53625:78 743.61279:3284 743.68164:116,2531,732181,1561,7106,761,8006,18952,27152,0,1650967,2214,664,1733,46537,1149663,431,3601,214944.7002,487435.4421
26761,14.659,757.59277,SM 37:3;3O,[M+H]+,found in higher mz's MsMs_29278,0.176,TRUE,4.15,757.58545,C42H81N2O7P,SM,CVLIJBOGJHGJLT-YZEKULKWNA-N,CCCCCCCCC\C=C\CCCC(O)C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCC\C=C/C\C=C/CCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.4,39.1,61.9,100,6.19,SXY_FDUhhuang_439_pos,757.59247:19514 758.59582:14189 759.59918:60286,121.06657:40 178.16913:35 184.07254:630 184.08777:160 185.07121:81 189.1662:35 281.04709:35 467.38556:35 475.32858:40 479.37125:35 574.39465:35 585.51941:35 711.81659:35 731.06287:40 755.14252:35 757.53448:200 757.56152:518,104762,117535,1113,54211,148200,5845,86066,102791,1048413,175386,10118,17884,26241,42780,19174,10315,22711,117267.3385,245939.847
25577,16.106,739.57043,SM 37:4;2O,[M+H]+,,0.176,TRUE,4.71,739.57483,C42H79N2O6P,SM,NIAMMGSTCLQKJL-KEXYTUSZNA-N,CCCCCCC(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.3,23.3,74.9,100,5.28,SXY_FDUhhuang_197_pos,739.57043:14904 740.57378:3983 741.57714:9296,110.10008:35 135.11336:35 173.11557:35 184.07214:202 221.1188:35 396.35944:35 496.25754:81 556.47321:40 556.4931:81 604.55664:35 647.42706:35 665.4444:81 679.51917:40 680.48859:81 696.4707:40 721.59045:35 739.55542:161 739.69659:81,35352,181830,96198,14553,4748,20129,519,26190,25322,8721,19310,738,3307,4093,6538,3870,2341,26691.74488,46071.70907
25315,17.229,735.53534,SM 37:6;2O,[M+H]+,,0.118,TRUE,3.99,735.54358,C42H75N2O6P,SM,BCPKIMGIRWNKIT-QUAAIENRNA-N,CCCCCCC(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,94.4,99.1,82.2,84.7,100,92.7,SXY_FDUhhuang_221_pos,735.53534:67508 736.53869:28642 737.54205:7012,104.10606:121 124.99773:1179 126.00037:81 166.07457:81 183.48004:121 184.07149:42404 185.07396:5304 497.31116:40 733.18896:81 735.57257:14138,269295,429426,722113,1437758,1827272,90384,273415,1100965,374306,1041385,1864939,1089623,2020120,2084607,2752999,497870,680152,1091566.48,783801.6731
25316,17.178,735.53784,SM 37:6;2O,[M+H]+,found in higher mz's MsMs_25326,0.235,TRUE,3.99,735.54358,C42H75N2O6P,SM,BCPKIMGIRWNKIT-QUAAIENRNA-N,CCCCCCC(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,97,99.1,82.2,83.7,100,95.45,SXY_FDUhhuang_429_pos,735.53784:289795 736.54119:125674 737.54455:69069,104.10429:3614 105.10719:202 106.00655:35 123.11466:81 124.60722:121 124.99902:37995 126.00166:1218 126.01741:200 143.00616:81 166.06354:1308 167.05748:81 180.61427:40 183.48752:4088 184.07326:829390 184.46364:81 184.4865:202 184.55319:444 184.58179:245 184.61038:740 184.63896:702 184.67137:548 184.679:841 184.74573:410 184.75908:420 184.78195:287 184.80103:199 184.83917:438 184.85825:299 184.88495:256 184.91547:381 184.97461:81 185.07574:85192 185.38887:121 185.56081:81 185.59138:121 185.66019:121 185.78255:121 185.82652:81 185.91641:81 186.0006:121 186.07904:121 186.31258:121 186.64398:121 186.87021:162 187.00255:121 187.1925:81 187.37105:81 187.60347:121 187.91679:121 188.27081:81 188.44986:81 188.58276:81 189.24605:81 190.39217:121 191.59805:81 193.16243:81 221.23888:81 239.16545:40 239.24139:121 312.2594:40 314.27057:121 379.29941:81 419.2597:81 478.32318:657 479.33005:1112 496.3461:774 497.34671:1809 551.49506:81 552.49701:201 621.95483:40 733.19122:998 734.57837:927 734.66199:81 735.56726:328204,1804019,6000872,341338,1854156,509370,218341,3076758,1675155,3163717,2428330,2672362,2058161,5315232,4059995,1229789,1120325,295337,2224897.506,1697785.646
25321,18.354,735.54749,SM 37:6;2O,[M+H]+,ion correlated with 26176,0.235,TRUE,3.99,735.54358,C42H75N2O6P,SM,BCPKIMGIRWNKIT-QUAAIENRNA-N,CCCCCCC(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,92.4,99,18.6,84.8,100,46.72,SXY_FDUhhuang_461_pos,735.54749:410026 736.55084:272997 737.5542:112327,107.08425:81 119.9893:121 151.14619:81 174.09819:35 184.0694:2896 185.07568:81 353.19629:35 378.13492:80 378.15128:820 407.62604:35 496.34668:40 630.47455:40 648.44165:6769 689.55396:40 700.53064:81 735.51685:120 735.55109:310 735.59296:534 735.65381:261,12314,3474,24800,1054974,9064,3434253,831550,22681,133853,15516,2794812,23143,22455,2884044,4370299,1873,12166,920662.9432,1467095.65
25322,15.527,735.55359,SM 37:6;2O|SM 15:2;2O/22:4,[M+H]+,similar chromatogram in higher mz_31685,0.235,TRUE,3.92,735.54358,C42H75N2O6P,SM,GQAAGRKUIZSHQL-QRYDMISRNA-N,CCCCCC\C=C\CC\C=C\C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCCCCC\C=C/C\C=C/C\C=C/C\C=C/CC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.3,59.5,61.6,100,21.71,SXY_FDUhhuang_454_pos,735.55359:78494 736.55694:14231 737.5603:11090,119.04031:35 124.99807:81 135.11664:35 163.10716:40 179.09462:81 184.07179:3309 184.09464:324 185.07236:1380 185.09335:199 186.07564:428 187.07588:81 203.12627:40 217.19112:81 217.20145:40 219.17204:1945 220.18047:202 221.18492:81 265.14886:81 289.21082:40 306.159:35 309.17819:81 363.284:81 527.35223:121 528.35461:202 529.35468:394 569.44006:121 623.44409:121 678.45386:81 679.46271:285 733.12775:40 735.51123:3492 735.53027:6092 735.57971:1573 735.65582:120,421026,131446,498398,872302,1042172,238498,305552,484342,252852,434330,245544,397693,296691,840777,792762,281176,599172,478513.6994,263951.0861
25148,15.982,733.50616,SM 37:7;2O,[M+H]+,,0.176,TRUE,3.64,733.52789,C42H73N2O6P,SM,ILBBJSGPUNKCST-ZDNAGYMQNA-N,CCCCCCC(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,89.8,99.2,72.6,66.2,100,17.92,SXY_FDUhhuang_464_pos,733.51978:22782 734.52313:14155 735.52649:7079,184.06999:1284 185.07439:81 219.16429:40 471.28693:121 677.45386:81 733.50159:504 733.52057:1581 733.56238:503,169242,85342,183706,178759,94209,435716,236169,118340,67316,119481,593766,131025,114929,166162,174980,256561,240063,197986.0391,133973.0367
25156,15.492,733.51703,SM 37:7;2O|SM 15:2;2O/22:5,[M+H]+,adduct linked to 26629_[M+Na]+; found in higher mz's MsMs_29038; found in higher mz's MsMs_25180,0.235,TRUE,3.56,733.52789,C42H73N2O6P,SM,ABDDQHPVPZACHB-RBOBGVKWNA-N,CCCCCC\C=C\CC\C=C\C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,410,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.3,60.6,72.5,100,353.51,SXY_FDUhhuang_191_pos,733.51703:733082 734.52038:668860 735.52374:212994,104.09933:40 121.89209:35 124.99683:2583 133.10587:121 163.10974:1117 167.06425:81 179.09184:40 179.105:325 179.81912:35 183.489:161 184.07285:57109 185.07915:6774 185.59097:81 186.84103:81 203.13554:81 203.14355:347 219.17148:9310 220.24026:81 223.6573:35 245.08951:40 250.09135:81 263.10364:357 265.12357:337 291.17526:81 303.19394:81 305.18555:121 309.17847:2939 321.18219:161 321.21487:121 341.2341:40 359.14694:40 415.21442:81 415.23157:162 419.23752:40 453.25775:40 455.30289:81 469.26761:202 471.29068:1980 495.33212:81 497.34485:417 509.33588:81 511.3483:121 513.36462:81 527.3551:8635 563.31049:121 564.50311:121 569.44006:81 613.24475:35 619.36719:81 619.39862:40 621.37976:161 621.41125:161 675.24329:81 675.42194:162 677.45056:5033 693.51178:35 731.18604:201 733.53217:67392 733.72974:81,7344980,1658889,4222464,3133662,5781268,1439011,3487447,4554908,2037251,4269491,2408008,1849460,3642318,5340455,3093846,2477388,3329110,3533526.765,1594352.54
25023,14.156,731.50391,SM 37:8;2O,[M+H]+,,0.529,TRUE,3.34,731.51227,C42H71N2O6P,SM,WXSKPMNIJZWZQD-ZJRONGAINA-N,CCCC\C=C\C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,90.8,99.4,49.9,67.9,100,20.71,SXY_FDUhhuang_283_pos,731.50677:31167 732.51012:19304 733.51348:78331,163.11169:40 184.07471:1864 185.07527:81 201.08513:35 219.16483:81 262.24103:40 469.2518:40 525.33588:121 619.36133:121 663.8244:35 675.41522:81 731.39844:81 731.50092:3225 731.56543:879 731.65649:81,422054,148049,148978,193985,242079,45150,307671,219289,317694,172132,10116,131546,169140,250443,114740,141035,214941,191120.1797,100267.3444
25025,18.491,731.52008,SM 37:8;2O,[M+H]+,ion correlated with 23139; ion correlated with 24949; ion correlated with 23480; ion correlated with 24524; ion correlated with 27838,0.059,TRUE,3.34,731.51227,C42H71N2O6P,SM,WXSKPMNIJZWZQD-ZJRONGAINA-N,CCCC\C=C\C(O)C(COP([O-])(=O)OCC[N+](C)(C)C)NC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,89,98.9,29.9,81.8,100,14.39,SXY_FDUhhuang_464_pos,731.52008:46774 732.52343:53643 733.52679:30089,163.11789:35 184.07204:162 392.4353:35 400.27481:121 460.37839:81 657.49219:40 715.71252:40 731.50122:81,276,3686,1470,983,832,11184,5559,1369,33,1065,10639,1072,1590,5898,4511,681387,4784,43314.1233,164462.405
27077,19.555,761.64044,SM 38:0;2O,[M+H]+,,0.118,TRUE,6.56,761.65308,C43H89N2O6P,SM,PJDZXKQGYPPLTF-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,97.6,99.2,67.4,87.4,100,50.34,SXY_FDUhhuang_433_pos,761.64044:347971 762.64379:86803 763.64715:86558,119.32895:35 124.99574:202 177.16592:35 183.48399:121 184.07355:17647 185.07413:5037 185.09512:426 186.07169:1068 569.3988:40 569.44232:162 743.62665:121 743.6496:81 746.75922:121 761.56805:114 761.59125:736 761.6532:4903 761.75385:201,581585,742462,1430565,108531,607699,59041,715825,509403,5013036,259844,623498,1414384,1955075,8476103,806662,82014,1150103,1443283.998,2149336.794
27078,20.284,761.64099,SM 38:0;2O,[M+H]+,,0.235,TRUE,6.56,761.65308,C43H89N2O6P,SM,PJDZXKQGYPPLTF-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,97.6,99.1,65.7,85.6,100,15.44,SXY_FDUhhuang_464_pos,761.64954:14943 762.65289:8112 763.65625:1580,149.05132:35 184.0701:604 465.46411:35 761.57306:81 761.68146:162,334709,1131331,196366,118616,831272,14561,989058,706970,2781527,245439,70251,33365,588870,1647344,170259,243606,419513,619003.3757,717114.117
27079,20.322,761.64465,SM 38:0;2O,[M+H]+,,0.294,TRUE,6.56,761.65308,C43H89N2O6P,SM,PJDZXKQGYPPLTF-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)CCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,93.7,99.1,79.7,82.2,100,9.92,SXY_FDUhhuang_433_pos,761.64465:168997 762.648:99425 763.65136:26668,104.10696:81 105.72923:35 119.08856:35 124.99426:121 183.48222:40 184.07176:11242 185.07234:202 342.32492:35 564.54901:40 744.67572:81 761.4679:81 761.61115:803 761.646:4557 761.76605:393,947169,280142,272957,302237,841726,11230,1065306,747473,3300048,220305,185805,240641,648344,1639182,313021,255535,133181,670841.3182,798935.6982
28212,15.508,777.62903,SM 38:0;3O,[M+H]+,ion correlated with 28440; ion correlated with 27852; ion correlated with 25832; ion correlated with 29754; ion correlated with 30171; ion correlated with 28982; ion correlated with 35811; ion correlated with 27579; ion correlated with 27120,0.118,TRUE,5.78,777.64801,C43H89N2O7P,SM,AMMLDBOAVSXDHP-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)C(O)CCCCCCCCCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.5,21.5,83.3,100,24.03,SXY_FDUhhuang_461_pos,777.63391:76497 778.63726:167895 779.64062:107407,102.12889:40 109.11304:81 121.09824:121 123.11808:40 149.14194:81 155.14243:35 169.12364:81 169.17108:81 183.1342:202 184.07321:1352 189.43127:35 203.13571:121 219.17561:162 247.24397:40 251.23257:162 279.2395:162 295.21219:40 308.22595:81 338.21771:81 339.28662:202 353.26749:202 385.29926:35 403.33798:40 477.35184:40 479.35532:40 481.3815:1254 495.33774:40 495.35333:430 498.34268:81 504.35461:81 549.36591:35 554.38501:81 589.51703:40 617.47766:39 617.52301:2443 704.51282:81 759.55695:40 759.59943:999 759.62653:758 760.55859:202 777.60199:534,24282,1008699,3541,17371,4029,9672,7620,14591,3393,1111715,6070,2043,3789,32798,772889,3575,5257,178313.6376,380187.4627
28214,19.82,777.63971,SM 38:0;3O,[M+H]+,,0.118,TRUE,5.78,777.64801,C43H89N2O7P,SM,AMMLDBOAVSXDHP-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)C(O)CCCCCCCCCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,99,99,28.8,57.4,100,3.14,SXY_FDUhhuang_197_pos,777.63971:39870 778.64306:373003 779.64642:216112,107.07986:40 123.11038:35 157.1042:35 184.07193:202 185.07251:81 215.1187:40 225.03664:40 239.09895:40 263.23199:40 263.24335:40 295.10309:40 367.29657:35 441.81195:35 467.35242:40 477.34647:81 478.35229:234 479.35919:121 479.37454:81 480.37637:453 480.39481:81 482.97488:35 494.37439:81 495.39798:81 499.28043:35 579.38196:35 602.52954:323 693.75519:35 734.6377:40 760.58911:40 760.65875:81 777.6134:201 777.64081:491 777.71124:81,12036,469003,3686,12159,27006,7590,9552,124919,20723,53673,1506,1179,3973,93241,26702,9242,10354,52149.70807,112763.3431
28219,18.99,777.64813,SM 38:0;3O,[M+H]+,,0.176,TRUE,5.78,777.64801,C43H89N2O7P,SM,AMMLDBOAVSXDHP-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)C(O)CCCCCCCCCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,100,99.1,19.1,61.4,100,14.5,SXY_FDUhhuang_429_pos,777.64813:32844 778.65148:11271 779.65484:5366,102.12276:81 110.10249:35 145.09891:40 145.10229:40 171.09402:35 184.07504:121 185.1348:81 269.22101:35 347.26941:35 383.31226:40 385.26477:81 386.27322:81 392.27097:40 508.27417:35 521.3623:40 631.36584:35 651.51379:35 728.04523:35 755.03687:35 759.55365:40 775.08936:35 777.55182:161 777.68091:121,5025,6211,3908,1057036,1445,806103,522435,151074,364057,11155,665696,1590,1816,995863,367116,9550,60595,295922.1437,377523.436
28221,20.35,777.65753,SM 38:0;3O,[M+H]+,ion correlated with 25257; ion correlated with 18608; ion correlated with 23516; similar chromatogram in higher mz_28422; similar chromatogram in higher mz_34981; similar chromatogram in higher mz_34666,0.118,TRUE,5.78,777.64801,C43H89N2O7P,SM,AMMLDBOAVSXDHP-UHFFFAOYNA-N,CCCCCCCCCCCCCCCCCCCC(=O)NC(COP([O-])(=O)OCC[N+](C)(C)C)C(O)C(O)CCCCCCCCCCCCCC,420,TRUE,TRUE,TRUE,,FALSE,FALSE,null,null,99.4,98.9,45.8,58.4,100,17.87,SXY_FDUhhuang_454_pos,777.65753:56214 778.66088:21863 779.66424:10667,102.12911:81 103.96468:35 109.09862:40 124.12124:35 166.45828:35 184.07359:121 191.74597:35 211.24301:35 228.16563:35 256.21155:40 256.21829:40 325.17371:35 347.36588:35 466.32822:35 478.37094:81 602.52893:81 659.65436:35 750.53473:35 764.6123:40 777.65454:161 777.69757:161,4352,11148,4308,722021,4261,2091719,481072,311573,548242,20319,2233790,347,3389,888168,694464,5004,449,472036.6981,707077.2916
