Gene Name,Pos.,Count (COLD1),Count (COLD2),Count (COLD3),Count (COLD4),Count (RT1),Count (RT2),Count (RT3),Count (RT4),Count (RT5)
Atp8a2,14[-]59647531-60197179,27,39,0,5,24,11,18,4,19
Igkv12-98,6[+]68570763-68571235,76,55,0,0,8,4,4,0,38
Unc45bos,11[-]82924903-82933382,79,207,59,46,64,115,89,91,54
Gm15178,1[-]75392131-75396363,0,0,0,0,0,0,0,0,0
Gm11802,4[+]6688169-6704160,1,0,0,0,0,0,0,0,0
Cab39l,14[+]59440981-59548903,1070,861,276,1922,318,185,1506,1416,2098
Gm15324,13[+]111856996-111858505,0,0,0,0,0,0,0,0,0
Gm4846,1[-]166483613-166497588,0,0,0,0,0,0,0,0,0
Gm13837,5[+]116257661-116258644,0,0,0,0,0,0,0,0,0
Hnf1aos1,5[+]114968784-114998042,0,0,1,0,0,0,0,1,0
Gm24643,15[-]89888952-89889052,0,0,0,0,0,0,0,0,0
Borcs5,6[+]134639510-134711187,681,1554,787,584,609,756,543,389,160
Ifnk,4[+]35152056-35154005,0,0,0,0,0,0,0,0,0
n-R5s130,8[-]123589654-123589772,1,1,1,2,1,0,1,0,1
Gm37647,3[-]8743682-8746824,0,0,0,0,0,0,0,0,0
Nhlrc3,3[-]53448583-53463332,879,274,339,857,225,200,938,271,1018
Mmd,11[+]90249456-90278589,17450,15544,8445,45276,5116,9027,33020,12516,22068
Hlf,11[-]90336536-90390895,240,1004,287,531,69,102,390,148,1167
Sft2d2,1[-]165174337-165194438,2785,3314,891,2463,1392,779,3622,914,3513
Gm42665,5[-]76450701-76451774,0,0,0,0,0,0,0,0,0
Gm24167,2[+]10489410-10489533,0,0,0,0,0,0,0,0,0
Gm24168,10[-]30942379-30942485,0,0,0,0,0,0,0,0,0
Szrd1,4[-]141113001-141139775,3950,10682,6080,2522,6159,6644,2765,2261,3198
Tiprl,1[-]165212286-165236996,763,530,670,1246,139,195,868,607,1624
4930579G18Rik,14[+]54650511-54654607,29,11,2,21,7,1,14,0,43
Six5,7[+]19094594-19098549,656,1582,797,430,1115,1918,1194,355,625
Sgce,6[-]4674350-4747207,1462,3296,659,1322,949,1128,3680,458,1460
Pcp2,8[-]3623371-3625545,0,10,4,0,3,0,0,0,4
Chn2,6[+]54039554-54301810,143,208,49,133,99,32,202,77,187
Olfr1280,2[+]111314017-111326003,0,0,0,0,0,0,0,0,0
Gm14930,X[-]120442035-120442686,0,0,0,0,0,0,0,0,0
Hspa9-ps1,X[-]60576946-60578878,1,1,1,1,0,0,1,0,0
Gm24170,4[-]73589082-73589214,0,0,0,0,0,0,0,0,0
Gm24171,1[-]20915410-20915540,0,0,0,0,0,0,0,0,0
Gm24172,10[+]69132882-69132998,0,0,0,0,0,0,0,0,0
n-R5s171,5[+]53143160-53143238,0,0,0,0,0,0,0,0,0
BC061237,14[+]44500122-44506345,0,0,0,0,0,0,0,0,0
Gm12391,4[+]40678332-40678778,2,0,0,0,0,0,0,0,0
Gm13882,2[+]104291574-104292575,67,79,14,25,17,12,26,11,6
Gm11763,2[-]145701414-145701725,0,0,0,0,0,0,0,0,0
Gm15931,7[+]4274189-4282645,140,107,13,24,61,15,105,36,53
Olfr129,17[-]38050857-38060079,0,0,0,0,0,0,0,0,0
Gm43690,5[-]150570833-150571098,3,0,0,6,0,0,2,0,10
Gm12325,11[-]71702310-71704344,0,0,0,0,0,0,0,0,0
Gm11695,11[-]115462045-115463454,32,43,35,0,59,0,0,3,17
Gm11999,11[-]11642203-11685400,0,0,0,0,2,0,0,0,0
Gm15179,1[-]75368212-75375012,8,35,6,12,8,56,10,0,0
Gm12536,4[+]57300096-57307305,0,0,0,0,0,0,0,0,0
Gm15952,3[+]35933045-35990840,11,11,6,33,2,12,35,34,48
Gm13180,2[+]3855030-3877575,0,0,0,0,0,0,0,0,0
Gm15984,5[+]74702598-74728605,0,18,0,7,0,2,14,22,29
Zc3h7b,15[+]81744848-81796269,3660,5824,2540,2155,2813,2106,2920,1506,2654
Gm12606,4[-]89235699-89273403,0,0,0,0,4,0,0,12,0
AC149586.2,12[+]73822587-73824554,0,0,0,0,0,0,0,0,0
Gm24174,6[-]140166535-140166645,0,0,0,0,0,0,0,0,0
Gm24175,6[-]125258049-125258177,0,0,0,0,0,0,0,0,0
Mir1933,11[-]21344588-21344675,0,0,0,1,0,0,0,0,0
Gm24176,1[+]23245211-23245331,0,0,0,0,0,0,0,0,0
Gm24177,4[+]54004057-54004187,0,0,0,0,0,0,0,0,0
Gm24178,9[+]94644019-94644114,0,0,0,0,0,0,0,0,0
Gm24179,10[-]126840375-126840501,0,0,0,0,0,0,0,0,0
Pknox1,17[+]31564749-31607684,861,681,275,492,280,120,594,318,1119
Vmn1r128,7[+]21349373-21350296,0,0,0,0,0,0,0,0,0
Gm21828,Y[-]13223386-13223928,0,0,0,0,0,0,0,0,0
Spin2f,X[+]31253894-31255381,0,0,0,0,0,0,0,0,0
Gm9597,14[+]43386214-43389182,0,0,0,0,0,0,0,0,0
Trav6d-7,14[+]53007612-53008098,14,1,0,0,0,0,0,2,12
Gm24180,1[-]43918777-43918886,0,0,0,0,0,0,0,0,0
Gm24182,1[+]167349025-167349131,0,0,0,1,0,0,0,2,1
Igkv4-53,6[-]69648824-69649363,434,352,2,0,38,0,17,5,76
Pld3,7[-]27532000-27553218,4087,10008,5462,861,7275,5840,2703,615,1691
Ddx23,15[-]98645134-98662889,3298,6559,3176,1538,4435,3049,2284,1249,2580
Gm27169,8[+]87203026-87293504,0,0,0,0,0,0,0,0,0
Gm27611,3[+]34653178-34653285,0,0,0,0,0,0,0,0,0
Gm27223,14[+]69284606-69305355,0,0,1,0,0,0,0,0,0
Mir6361,18[-]32880573-32880673,0,0,0,0,0,0,0,0,0
Mir7219,18[-]68260920-68260973,1,1,1,1,1,1,1,1,1
Mir7656,9[+]94751829-94751890,0,0,0,1,0,0,0,0,1
Mir6369,13[-]58313044-58313149,0,0,0,0,0,0,1,1,0
Gm27616,1[-]162674158-162674220,2,0,0,5,1,0,5,2,15
Gm29159,Y[-]5472490-5472868,0,0,0,0,0,0,0,0,0
Gm5582,6[-]131253528-131254049,1,1,0,14,0,0,8,3,16
Gm33112,Y[-]16887481-16888179,0,0,0,0,0,0,0,0,0
Gm22257,X[+]162687880-162688180,0,0,0,0,0,0,0,0,0
Gm18351,7[-]48108846-48109728,0,0,0,0,0,0,0,0,0
Olfr770,10[-]129132578-129138998,0,0,0,0,0,0,0,0,0
Gm24183,18[-]55085565-55085657,0,0,0,0,0,0,0,0,0
Sost,11[-]101962458-101967015,0,19,0,5,0,0,8,0,0
Gimap6,6[-]48701582-48708225,4756,2970,760,1751,1498,306,2050,5547,8257
Gm25819,11[+]68996002-68996085,0,0,0,1,0,0,0,0,1
Foxi1,11[-]34204338-34208089,0,0,0,0,0,0,0,0,0
Gm24184,8[-]31661331-31661431,0,0,0,0,0,0,0,0,0
Gm24185,3[+]90198682-90198786,0,0,0,0,0,0,0,0,0
n-R5s192,4[+]124820821-124820939,0,0,0,0,0,0,0,0,1
Gm26133,13[-]13298243-13298342,0,0,0,0,0,0,0,0,0
Gm37659,3[+]27012764-27012874,0,0,0,0,0,0,0,0,0
Slc25a37,14[-]69241848-69285112,1257,981,350,727,662,232,929,575,1966
Gm24186,10[-]94821529-94821655,0,0,0,0,0,0,0,1,1
Gm24187,13[-]9834469-9834525,3,3,6,4,5,10,3,12,3
Golgb1,16[+]36875140-36933085,2110,1910,684,1607,1227,768,2260,556,2693
Gm24188,9[-]35503588-35503695,1,0,0,0,0,0,0,0,2
Mir1951,2[+]115638725-115638813,0,0,0,0,0,0,0,0,0
Slitrk6,14[-]110748578-110755149,0,0,0,20,0,0,16,4,25
Plekhm1,11[-]103364275-103412687,4739,9092,4131,1916,5328,3203,3017,1614,2676
Gm24190,19[-]18776746-18776961,0,0,0,0,0,0,0,0,0
Gm24191,5[+]106669999-106670120,0,0,0,0,0,0,0,0,0
Gm24192,11[+]39830656-39830800,0,0,0,0,0,0,0,0,0
Mir669g,2[+]10477150-10477272,0,0,0,0,0,0,0,0,0
Hoxd9,2[+]74697727-74700208,194,362,158,140,255,342,173,117,283
Bpifb4,2[+]153938212-153964101,0,2,0,0,2,0,0,0,0
A830092H15Rik,3[+]26331150-26333377,0,0,0,0,0,0,0,0,0
Gm6741,17[+]91236787-91238116,101,29,3,105,9,4,87,62,191
Pcdhb20,18[+]37504264-37507822,41,135,71,50,58,77,67,11,57
Gm24193,13[-]61823544-61823664,0,1,0,0,0,0,1,0,0
Mir1306,16[-]18284239-18284317,1,1,1,1,1,1,1,0,1
Gm24194,17[-]64321526-64321615,0,0,0,0,0,0,0,0,0
Gm24195,13[+]54578113-54578249,0,1,2,0,1,0,2,0,5
Gm17235,11[+]78576237-78577355,0,0,0,0,0,0,0,0,5
Gm14448,X[-]5885743-5885952,1,0,0,2,0,0,1,0,1
Gm43030,5[-]18481705-18490194,0,0,0,0,0,0,0,0,0
Gnat2,3[+]108092789-108101432,3,5,6,4,10,0,18,0,6
4930555G01Rik,14[+]5050629-5059243,0,0,0,1,0,0,0,0,0
Hdac5,11[-]102194432-102230166,3787,9679,6598,1408,6153,10134,4390,1477,2656
Gm4925,10[-]88729541-88731101,18,16,8,2,26,15,15,2,22
Necap2,4[-]141066512-141078357,3317,7678,4916,2092,5154,4629,2649,1988,2716
Fbxo42,4[+]141147913-141204062,1174,2359,1119,695,1394,1079,1035,452,1046
Padi2,4[+]140906344-140952586,580,944,292,70,668,192,155,229,527
Cdk14,5[-]4803391-5420312,362,144,75,915,99,15,1237,553,1293
Cyth1,11[-]118132019-118248592,4949,2221,1901,2289,1569,364,2333,253,4061
AC101677.2,10[+]26695574-26742860,0,0,0,0,0,0,0,0,0
3830403N18Rik,X[+]56136572-56153498,0,0,0,14,0,0,0,5,8
Rab9,X[-]166457253-166479867,1347,630,368,2306,202,239,1573,1523,1909
Gprc5a,6[+]135065651-135084709,56,116,46,71,47,45,52,10,18
Kctd11,11[-]69878261-69881406,291,621,359,298,469,440,422,153,335
Gm3222,17[+]14709066-14710055,1248,1831,469,289,423,299,373,160,98
Vmn2r-ps57,7[-]41937527-41980928,0,0,0,0,0,0,0,0,0
Lpcat3,6[+]124663027-124704418,5995,9933,3840,2872,2644,2501,4181,525,1708
Gm2990,14[+]32465042-32483539,0,0,0,0,0,0,0,0,0
Shc3,13[-]51431041-51569419,0,8,2,8,0,0,0,2,4
Hnrnph2,X[+]134601179-134607060,1391,1230,178,2711,270,84,1833,1826,3382
Gm10601,4[+]41809083-41810504,14,19,9,1,9,1,5,4,6
Gm15131,X[-]150707021-150707615,0,0,0,0,1,1,0,0,0
Gm6884,10[+]24045592-24046206,0,0,0,0,0,0,0,0,0
Gm16082,14[-]49713246-49713622,0,0,0,0,0,0,0,0,0
Gm14614,X[-]41685994-41686377,0,0,0,0,0,0,0,0,1
Gm6754,X[-]63034194-63035106,0,0,0,0,0,0,0,0,0
Mfap4,11[+]61485431-61488900,77,128,63,14,48,172,219,23,37
Zfp532,18[+]65580230-65689443,551,437,558,449,306,421,908,161,638
Sclt1,3[-]41626720-41742514,53,29,7,170,21,6,123,146,360
Gm12630,4[-]86817794-86818577,5,8,2,6,2,0,3,4,7
Gm14581,X[-]51629490-51629687,0,0,0,0,0,0,0,0,0
Gm23516,X[-]15896663-15896769,0,0,0,0,0,0,0,0,0
Gm16380,9[+]53884084-53884561,0,3,0,0,1,0,0,0,0
Kprp,3[-]92823074-92827247,0,0,0,0,0,0,0,0,0
Hnf4g,3[+]3508030-3658052,0,0,0,0,3,0,0,0,0
CT868733.2,12[+]35772951-35775115,0,1,0,0,0,0,0,0,0
Gm3940,1[-]52090635-52091066,1,3,2,1,1,1,1,1,3
Krtap26-1,16[-]88646824-88647796,0,0,0,0,0,0,0,0,0
Rhot1,11[+]80209019-80267907,701,729,110,2234,239,82,1468,808,2177
Rnase1,14[-]51145002-51146767,0,0,0,0,0,0,0,0,2
Tcl1b5,12[+]105176344-105181145,0,0,0,0,0,0,0,0,0
Gm43427,5[+]47975005-47975335,0,0,0,0,0,0,0,0,0
Cerk,15[-]86139128-86186141,3096,5225,2546,723,4278,1343,1393,1821,1967
Gm37341,14[+]92496628-92496998,0,0,0,0,0,0,0,0,0
Kat2b,17[+]53566861-53672720,573,530,234,2486,184,150,1498,766,3148
Gm24197,8[-]84925525-84925633,0,0,0,0,0,0,0,0,0
Scml4,10[+]42860370-42960780,686,507,296,28,467,13,65,160,1079
Sntn,14[+]13670876-13683148,0,0,0,0,0,0,0,0,0
AC124778.1,9[+]122686799-122693642,0,0,0,0,0,0,0,0,0
Olfr372,8[+]72041218-72060630,0,1,0,0,0,0,0,0,0
Slc5a1,5[+]33104219-33162870,0,0,0,0,0,0,0,0,4
Usp31,7[-]121642021-121707253,327,432,141,473,211,133,430,151,775
Asb8,15[-]98134637-98165625,1309,1858,872,1159,681,571,1286,421,1058
Gm15956,18[+]12193768-12198675,14,16,7,10,8,0,7,9,4
Gm9697,16[+]21079670-21080666,0,0,0,0,0,0,0,0,0
Gm15063,X[+]75573452-75575268,0,8,0,0,3,0,2,0,4
Frs3os,17[-]47699971-47701996,11,16,5,13,15,0,4,0,11
Gm14532,6[+]31356743-31372369,0,0,0,0,0,0,0,0,0
Gm22000,11[-]104557922-104565661,0,0,0,6,0,0,2,2,0
4933426K07Rik,11[-]57655415-57657826,0,2,0,0,0,0,0,0,0
Porcn,X[-]8193848-8206525,372,884,406,199,394,854,703,78,315
4930481A15Rik,19[+]5406740-5422847,433,1024,685,206,1017,585,535,258,226
Gm13530,2[+]33489782-33503632,0,0,0,0,0,0,0,0,0
Wdr17,8[-]54629055-54887184,0,0,0,2,0,0,4,0,2
1700060C20Rik,2[+]158192008-158195749,0,0,0,0,0,0,0,0,0
Gm14221,2[-]160568379-160619971,20,18,10,17,0,0,14,15,18
Gm14222,2[+]160583357-160585191,0,0,0,0,0,0,0,0,0
Arhgap8,15[+]84720052-84772207,31,83,32,28,79,33,25,19,32
Gm11020,8[+]104321567-104321787,0,0,0,0,0,0,0,0,0
Churc1,12[+]76765538-76783180,903,1814,478,1431,402,179,1020,933,1290
Gm25570,6[+]105399719-105399798,0,0,0,0,0,0,0,0,0
Ttc5,14[-]50765415-50785518,1263,1792,734,477,1217,545,875,515,1101
Osgep,14[-]50906478-50924893,2143,3446,1780,1175,1989,1151,2297,1110,1521
Atp6ap1l,13[-]90883433-90905355,0,0,0,0,0,0,0,0,0
Was,X[-]8081453-8090498,2462,3535,1969,138,3391,436,546,496,1910
Ms4a5,19[-]11273238-11283873,0,0,0,0,0,0,0,0,0
Gm7125,15[+]68876790-68877062,0,0,0,0,1,0,2,0,1
Krtap6-2,16[-]89419326-89420111,0,0,0,0,0,0,0,0,0
Gm1965,6[+]89140994-89147388,56,66,10,10,45,0,13,24,47
Lyzl4os,9[+]121586997-121614255,0,0,0,0,0,0,0,0,0
Tbc1d10a,11[+]4186789-4215505,1083,2495,1696,417,2405,1812,837,464,1047
Palld,8[-]61511433-61902690,609,1295,760,1360,643,702,1413,1217,1191
Mettl7a3,15[+]100334929-100340341,0,7,5,8,7,5,20,0,6
Gm9234,7[-]121015142-121015633,91,238,158,51,135,105,96,16,68
Defb35,8[+]21938352-21940878,0,0,0,0,0,0,0,0,0
Gm25382,10[+]17116804-17116900,0,0,0,0,0,0,0,0,0
Hdac6,X[-]7930120-7947889,926,2130,531,475,833,367,835,455,719
Ccdc54,16[-]50589859-50591154,0,0,0,0,0,0,0,0,0
Gm15933,5[-]150509694-150511338,0,0,0,0,0,0,0,0,0
Gm24199,2[-]151073655-151073790,0,0,0,0,0,0,0,0,0
AC134601.3,12[+]20071882-20072011,0,1,0,0,0,0,0,0,0
Gm36467,Y[+]20559991-20562355,0,0,0,0,0,0,0,0,0
Gm8097,X[-]140445554-140446382,1,10,4,1,14,9,23,1,1
Gm13081,4[+]143745787-143751385,0,0,0,0,0,0,0,0,0
Mageb10-ps,X[-]86299922-86301328,0,0,0,0,0,0,0,0,0
Gm12271,11[-]61416402-61416815,1,0,0,3,0,0,1,1,3
Rpl17-ps8,X[+]96484859-96485479,138,31,3,45,15,3,62,122,137
Vmn1r-ps116,13[-]22875102-22875393,0,0,0,0,0,0,0,0,0
Gm13724,6[+]29960993-29962147,0,0,0,2,0,0,0,0,2
Gm15653,5[-]73476447-73477353,1,0,1,1,1,0,0,1,1
Cyp2ab1,16[-]20308387-20323065,40,87,39,22,67,81,50,28,46
Gm5620,9[+]91097149-91098496,1049,1236,187,347,354,368,988,215,396
Slc22a22,15[-]57243767-57477625,0,0,0,0,0,0,0,0,0
Gm18055,7[+]21424547-21425338,0,0,0,0,0,0,0,0,0
Gm24200,9[+]94284496-94284652,0,0,0,0,0,0,0,0,0
Gm24201,16[+]23110383-23110507,0,0,1,11,0,0,0,0,73
Gm24202,8[-]27761009-27761111,0,0,0,0,0,0,0,0,0
Gm24203,4[+]98275725-98275838,0,0,0,0,0,0,0,0,0
Gm24204,15[-]80088447-80088553,0,0,0,0,0,0,0,0,0
Gm24205,8[-]66002346-66002452,0,0,0,0,0,0,0,0,1
Tcf20,15[-]82808629-82912134,1786,1991,1163,1016,1539,1095,1675,606,1998
Gm2976,9[-]22479934-22480446,0,1,1,0,0,0,0,0,1
1110002E22Rik,3[+]138065052-138081506,4,1,0,59,0,20,14,0,6
Nwd2,5[+]63649102-63810546,0,0,0,0,0,0,0,0,0
Oosp1,19[-]11667460-11691150,22,0,0,0,0,0,0,2,6
Dlx6os1,6[-]6820189-6871592,0,0,0,2,0,0,0,0,0
Galnt6os,15[+]100695780-100704896,12,12,6,1,10,0,0,0,25
Gm9845,3[-]39358306-39358903,42,38,4,2,15,0,24,6,16
Gm37619,13[+]119878292-119879015,0,0,0,0,0,0,0,0,0
Mcm3,1[-]20802968-20820312,1791,2186,866,567,1439,263,481,359,844
E430024P14Rik,17[-]7881106-7946426,47,49,7,18,60,21,26,13,53
Gm29808,3[+]81000994-81001461,0,0,0,1,0,0,1,1,1
Htr5b,1[-]121509842-121528465,0,0,0,0,5,0,0,0,0
Gm8902,7[+]26245899-26247958,0,0,0,0,0,0,0,0,0
Dzip1l,9[+]99629496-99669256,69,93,32,84,48,53,112,22,103
Plpp6,19[+]28963953-28966811,872,1615,860,1965,476,642,1334,591,1660
Klhl42,6[+]147091379-147112778,792,843,349,478,436,227,695,318,1161
Ano10,9[-]122175874-122294423,1997,6910,587,2789,529,825,2647,846,2304
Pcdhb11,18[+]37421418-37425836,24,12,30,15,16,6,20,2,50
Gm24206,7[-]59538998-59539076,0,0,0,0,0,0,0,0,0
Cbr1,16[+]93607837-93610505,3423,7834,3338,2186,2401,3591,3936,1352,2158
1700029P11Rik,15[+]81980540-81981563,0,0,0,0,0,0,0,0,0
Rcn2,9[+]56041845-56061882,671,753,404,1470,380,403,1179,470,2054
Vmn1r85,7[-]13084289-13087197,0,0,0,0,0,0,0,0,0
AC147029.1,12[+]67510756-67511311,1009,1038,32,180,152,31,382,982,556
Scamp4,10[+]80602872-80615783,269,7066,3400,561,283,1646,838,133,1163
Ccr7,11[-]99144196-99155077,3716,4154,2361,47,5775,24,193,712,3313
AC159244.4,12[-]85429110-85436249,0,0,0,0,0,0,0,0,0
AC157494.2,12[+]38089902-38092463,0,0,0,0,0,0,0,0,0
CT485612.12,12[+]88331039-88333125,0,0,0,0,0,0,0,0,0
Taar8a,10[+]24076500-24077534,0,0,0,0,0,0,0,0,0
AC122354.2,12[+]70478615-70493247,0,0,0,0,0,0,0,0,0
AC167977.1,13[+]65875884-65889731,0,0,0,0,0,0,0,0,0
AC154552.5,13[-]65243717-65243867,0,0,0,0,0,0,0,0,0
AC155235.1,12[-]54512421-54517079,0,0,0,0,0,0,0,0,0
Vmn2r76,7[-]86225206-86246201,0,0,0,0,0,0,0,0,0
Gadd45gip1,8[+]84831522-84835482,3785,9065,6106,2744,5504,6729,2958,3572,2300
Sult2a2,7[+]13733505-13779636,0,0,0,0,0,0,0,130,0
Akp3,1[+]87124973-87127912,0,0,1,0,0,0,0,0,0
Gm16223,5[+]42067960-42216798,0,0,0,0,0,0,0,0,1
Speer2,16[-]69856874-69863744,0,0,0,0,0,0,0,0,0
Crp,1[+]172698055-172833031,0,0,0,0,0,0,0,201,4
Rps28,17[-]33819027-33824562,20189,61789,31792,3538,43354,20417,10663,14623,8322
Prr9,3[-]92122204-92123947,0,0,0,0,0,0,0,0,0
Lman1l,9[-]57607085-57620774,5,19,15,0,17,2,0,8,1
Gphn,12[+]78226379-78684772,1126,1296,218,1113,243,168,1711,284,1386
Gm13740,2[-]87546893-87547202,26,46,32,8,71,24,12,4,18
Gm11414,4[-]83500499-83500761,0,0,0,0,1,0,0,0,0
Dynlrb1,2[+]155236533-155250277,6334,12219,1849,3879,2414,2559,6352,4660,3561
Gm13303,4[-]42025429-42026712,10,12,3,3,6,3,3,4,13
Atp10d,5[+]72203329-72298775,725,646,173,494,279,90,408,321,1281
Mtmr1,X[+]71364760-71419196,314,881,130,1405,305,98,354,595,1892
Hmgb3,X[+]71555918-71560676,162,182,157,466,84,88,508,163,527
Fau-ps1,2[+]141838789-141839339,0,0,0,0,0,0,0,0,0
Gm26867,4[-]88796143-88800224,10,21,8,2,10,8,1,3,6
Gm26702,2[+]25575431-25580099,0,0,0,0,0,0,0,0,0
B230104I21Rik,4[+]154336127-154349918,0,0,0,2,0,0,2,0,0
Gm4128,5[-]14056438-14074157,0,0,0,0,0,0,0,0,0
Gm26703,5[+]104109217-104119687,9,8,0,14,6,4,11,0,22
Gm16892,16[+]57167401-57174413,23,6,0,24,0,0,43,0,60
Gm13480,2[-]49805976-49812948,0,0,0,0,0,0,0,0,0
C030010L15Rik,16[-]97994601-97997419,6,0,0,12,0,0,10,9,19
Gm12336,11[-]75422731-75423340,0,0,0,0,0,0,0,0,0
Gm14437,2[+]165442264-165450485,0,0,0,0,0,0,0,0,0
Gm26869,2[-]178023808-178028736,3,5,0,10,0,0,5,0,12
Ighv8-14,12[-]115808427-115808860,0,0,0,0,0,0,0,0,0
Prr23a1,9[+]98842503-98843385,0,0,0,0,0,0,0,0,0
Epc1,18[-]6435951-6516108,1546,1727,561,834,671,317,1224,505,1967
Gm4535,7[+]141406637-141407194,3,6,0,0,1,0,1,1,3
Zfp418,7[+]7171330-7183562,26,0,9,34,6,4,67,16,95
Mir6960,15[+]99080805-99080865,0,0,0,0,1,0,1,0,0
Gm45688,7[-]102711379-102711479,0,0,0,0,0,0,0,0,0
Gm45363,8[+]91055264-91056557,2,3,0,0,0,0,4,0,13
Gm45480,8[-]46770553-46770985,0,0,0,0,0,0,0,0,6
Gm45323,8[-]49959483-50013384,0,0,0,0,0,0,0,0,0
Gm8096,8[-]28083330-28084920,0,2,0,0,0,1,0,0,1
Gm45260,4[+]76451231-76490113,0,0,0,2,0,0,0,0,0
Gm5749,8[-]40748003-40749092,0,0,0,0,0,0,0,0,0
AC156572.2,13[-]62813969-62815523,0,0,0,134,0,0,0,56,16
Slc10a1,12[-]80953183-80968705,2,0,0,2,0,0,0,182,4
Gm45242,8[-]64945590-64947718,14,20,20,23,20,20,22,8,10
Gm6909,7[+]11182400-11188803,0,0,0,0,0,0,0,0,0
CT954220.1,13[+]12540143-12562716,0,0,0,0,0,0,0,0,0
Gm26468,3[-]149340903-149341008,0,0,0,0,0,0,0,0,0
Gm23168,7[+]124492906-124493048,0,0,0,0,0,0,0,0,0
AC158523.3,12[+]61195126-61234643,0,0,0,0,0,0,0,0,0
A1cf,19[+]31868761-31949406,0,0,0,0,0,0,0,24,2
Adam17,12[-]21323509-21373632,1136,1072,564,1271,772,406,1525,685,2399
AC153152.5,12[-]111067764-111068028,0,2,0,1,0,0,0,0,0
Rpl36-ps3,12[+]12912022-12912336,27,67,48,31,81,27,10,19,45
Gm5121,9[+]57334128-57334754,25,101,34,23,76,45,23,6,25
AC116679.1,12[-]25819764-25820541,0,0,0,0,0,0,0,0,0
Scgb1b2,7[-]31290519-31291821,0,0,0,0,0,0,0,0,0
Gm4883,7[+]30709736-30710263,1,1,1,0,1,0,0,0,0
Tecpr1,5[-]144194442-144223615,5340,12174,8932,2860,6023,5452,4058,3350,4030
Slc22a20,19[-]5970234-5986143,0,4,0,0,3,0,0,0,0
Col23a1,11[+]51289920-51583918,302,429,136,100,269,242,323,143,292
n-R5s62,12[+]82150468-82150563,0,0,0,0,0,0,0,0,0
Gm24207,14[-]105276879-105276986,0,0,0,0,0,0,0,0,0
Gm24208,12[-]13163629-13163763,0,0,0,0,0,0,0,0,0
Zfp641,15[-]98285588-98296130,213,294,110,287,53,69,331,111,269
Gm25930,11[+]53390402-53390508,0,0,0,2,0,0,0,0,2
Baiap2l2,15[-]79258195-79285537,123,372,308,206,245,188,221,87,94
Scaf4,16[-]90228957-90284425,2155,2070,1393,1134,1280,813,1802,614,2140
Sod1,16[+]90220742-90226322,38093,65518,29650,22561,21029,28803,40001,12570,16581
Jazf1,6[-]52768797-53068631,175,296,165,380,117,148,472,163,335
Shisa6,11[-]66211725-66525964,24,15,4,27,12,0,55,12,8
Rbm28,6[-]29123576-29165006,1656,2720,883,1266,1061,834,1165,987,2015
Atxn7l3,11[-]102289300-102296631,2413,5318,1718,743,4027,1526,1640,638,2247
Gm6970,19[-]47170469-47171134,0,0,0,0,0,0,0,0,0
Vmn1r62,7[+]5674627-5676383,0,0,0,0,0,0,0,0,0
4930488B22Rik,1[+]184712497-184718989,0,0,0,0,0,0,0,0,0
Gm5583,7[-]9118044-9131037,0,0,0,0,0,0,0,0,0
2810047C21Rik1,7[-]8086326-8093041,6,16,0,5,9,3,15,2,12
Gm7393,17[+]14941965-14942703,1,1,1,1,3,0,1,0,0
Obox4-ps35,7[-]15820167-15825815,0,0,0,0,0,0,0,0,0
Gm4134,17[-]33861302-33864228,0,0,0,0,0,0,0,0,0
Plut,5[-]147228596-147271521,0,0,0,0,0,0,0,0,0
Vmn2r-ps43,7[-]8872179-8885651,0,0,0,0,0,0,0,0,0
Serpinb10,1[+]107529003-107549271,9,2,0,0,0,0,16,8,15
Gm6485,3[-]104752727-104753165,18,32,6,5,5,1,11,6,13
Fscn3,6[+]28427789-28438622,0,0,0,0,0,0,0,0,0
Gm3454,15[-]75311377-75314964,0,0,0,0,0,0,0,0,0
Pcdhga4,18[+]37685210-37841873,86,133,17,25,222,565,9,318,966
Trim69,2[+]122160700-122179027,8,2,0,14,0,0,17,12,8
Gm27622,15[+]82452421-82452480,0,0,0,0,0,0,0,1,0
Gm37699,15[+]85655666-85659003,6,49,14,16,22,15,2,4,27
Mir7071,8[+]88138206-88138274,0,0,0,0,0,1,1,0,0
Gm27624,11[-]3644776-3644952,0,0,1,68,0,0,1,1,2
Mir7036b,5[+]34574151-34574213,1,1,1,1,1,0,1,1,1
Atf7,15[-]102525946-102625464,871,1910,109,1204,173,93,2140,390,2270
Prrg3,X[+]71962624-71972722,392,546,76,677,131,270,1089,197,732
Gm25943,2[+]10501109-10501198,0,0,0,0,0,0,0,0,0
AC160394.1,9[+]61138515-61145259,0,0,0,0,0,0,2,0,0
AL772265.2,2[+]86497406-86497875,0,0,0,0,0,0,0,0,0
Ipo13,4[-]117894486-117914999,2668,6810,3491,1187,3147,3703,2011,1025,1400
Usp37,1[-]74435511-74544284,113,162,96,401,192,75,274,178,405
Syne1,10[-]5020917-5551482,1204,1613,564,1175,650,326,1454,267,1990
Trav12n-1,14[+]53155512-53156088,3,1,0,0,2,0,0,0,3
Ppif,14[+]25694154-25700468,4463,12048,4737,2411,2037,1754,1377,695,1173
Mir7237,8[+]121978024-121978086,1,1,0,1,0,0,0,0,2
Timeless,10[+]128232065-128252941,557,1007,574,170,1036,444,445,432,536
