st_gene_id	gene_id	gene_symbol	exp_I_0_1	exp_I_0_2	exp_I_0_3	exp_I_2_1	exp_I_2_2	exp_I_2_3	exp_I_7_1	exp_I_7_2	exp_I_7_3
G10090_15641	83435	Plekha3	23.72	23.87	24.7	22.15	22.47	23.8	16.18	18.66	19.42
G10090_16512	75647	Ssmem1	0.14	0.15	0.07	0	0	0	0.14	0.07	0
G10090_17418	108168936	LOC108168936	0	0	0	0.01	0.02	0.01	0	0.02	0.02
G10090_8145	102633032	1700064H15Rik	0	0.05	0	0	0.02	0	0	0	0
G10090_33026	12623	Ces1g	0	0.05	0	0.03	0.08	0.03	0.13	0.08	0.12
G10090_20	71704	Arhgef3	1.34	1.53	1.42	3.07	3.01	3.63	2.74	3.04	3.34
G10090_1407	68810	Nexn	12.21	12.85	14.02	0.93	1.28	1.33	4.36	3.98	3.73
G10090_4931	19201	Pstpip2	0.89	0.63	0.61	0.27	0.4	0.45	0.68	0.58	0.53
G10090_2320	20272	Scn7a	0.53	0.96	0.57	4.46	5.35	5.05	8.91	10.48	9.66
G10090_18270	170762	Nup155	14.41	14.05	15.08	14.26	11.86	12.11	5.35	4.94	4.72
G10090_26526	216197	Ckap4	294.92	283.81	301.69	181.35	192.32	202.62	121.71	117.74	119.57
G10090_13247	553127	Rtl8b	31.48	28.93	28.97	32.83	34.16	30.18	35.81	36.65	38.41
G10090_10147	20440	St6gal1	2.31	2.32	2.41	1.16	1.08	1.14	3.59	3.16	3.86
G10090_3731	67120	Ttc14	11.27	12.03	11.22	15.81	14.83	15.8	9.5	11.46	9.78
G10090_2216	241915	Phc3	7.61	8.4	9.26	10.57	9.15	9.11	9.6	10.58	10.47
G10090_20296	112405	Egln1	16.25	16.67	15.65	14.84	16.28	17.29	18.56	17.72	18.77
G10090_18094	18767	Pkia	2.79	3.32	3.52	0.9	1.03	0.75	3.55	3.68	3.31
G10090_3349	68796	Tmem214	46.45	44.32	45.66	33.48	36.36	37.58	31.95	33.08	31.12
G10090_16568	12317	Calr	1078.96	1112.7	1118.33	979.9	1075.78	1135.15	699.27	703.14	676.4
G10090_10807	108168067	Gm46403	54.14	56.51	47.89	76.32	81.78	85.38	24.57	19.15	26.94
G10090_743	637515	Nlrp1b	0.04	0.05	0.02	0.06	0.05	0.01	0.05	0.03	0.09
G10090_30760	170757	Adgrl4	0.18	0.16	0.16	0.07	0.04	0.06	0.1	0.1	0.03
G10090_2185	18004	Nek1	4.42	4.6	4.68	6.68	6.51	6.95	5.99	5.94	6.06
G10090_11440	102323	Dcun1d2	8.66	8.13	8.66	11.62	11.11	12.05	7.91	7.39	6.86
G10090_6525	66311	Cenpw	3.72	4.28	2.55	2.49	1.86	2.83	0.6	0.49	0.63
G10090_11870	212772	Arl14ep	16.82	16.26	16.21	13.69	12.08	14.34	14.65	15.45	13.05
G10090_5149	69288	Rhobtb1	1.92	1.9	2.19	2.45	2.01	1.38	4.2	3.92	4.01
G10090_269	15488	Hsd17b4	20.98	19.99	21.52	26.23	27.11	28.87	32	30.24	30.39
G10090_22085	102636931	Gm33869	1.54	1.59	1.74	2.61	2.17	1.89	2.7	2.6	2.64
G10090_21918	20462	Tra2b	63.23	62.12	63.19	63.42	62.68	63.47	31.72	31.86	31.03
G10090_142	20399	Sh2b1	14.95	14.18	13.17	18.44	19.7	18.26	22.43	20.13	23.27
G10090_23396	244895	Peak1	57.88	64	59.52	56.69	51.94	46.83	50.31	52.45	55.85
G10090_7343	234595	Slc38a7	7.95	7.44	7.23	4.15	4.25	4.12	15.28	15.94	13.57
G10090_16389	80909	Castor2	4.9	5.27	4.9	11.55	10.73	10.22	10.41	10.72	10.86
G10090_14810	100039939	Gm2506	0.47	0.57	0.81	0.39	1.29	0.76	0.66	0.93	1.66
G10090_30913	20044	Rps14	504.7	483.28	466.5	687.59	585.53	653.67	798.89	592.6	489.14
G10090_13920	67715	2010106E10Rik	0	0	0	0	0.05	0.05	0.2	0.15	0.17
G10090_14036	218311	Zfp455	0.3	0.36	0.44	0.31	0.35	0.46	0.95	0.89	1.09
G10090_20483	54388	Hils1	0.23	0	0	0	0	0.08	0	0	0.17
G10090_18187	320587	Tmem88b	0.08	0.09	0.07	0.04	0.05	0.16	0.18	0.27	0.3
G10090_26130	71177	Ints13	11.8	12.19	12.03	11.54	12.32	11.83	8.5	8.48	8.24
G10090_4138	15512	Hspa2	5.81	6.31	5.39	11.49	11.42	10.43	10.98	10.81	10.74
G10090_5003	102747	Lrrc49	5.09	4.24	4.28	2.84	2.9	2.45	7.84	7.15	7.06
G10090_1614	241656	Pak7	0	0	0	0.03	0	0	0.02	0	0
G10090_5281	18099	Nlk	5.33	4.7	5.28	3.62	3.52	2.87	2.51	2.82	2.69
G10090_6959	240667	Sec31b	0.22	0.28	0.12	0.46	0.34	0.21	0.44	0.49	0.62
G10090_14998	244562	Abcc12	0	0	0	0	0	0	0	0.02	0
G10090_6327	19883	Rora	2.92	2.92	2.86	2.83	2.99	3.31	5.74	6.05	5.83
G10090_11592	18082	Nipsnap1	3.44	3.26	3.75	0.57	0.75	0.97	1.7	1.33	1.51
G10090_29994	67557	Larp6	1.38	0.88	1.17	1.09	1.35	0.96	6.33	5.93	6.12
G10090_6380	13638	Efna3	2.67	2.79	3.05	4.09	3.27	3.46	5.16	3.23	4.16
G10090_17536	17288	Mep1b	0	0	0	0	0	0	0	0.03	0
G10090_10256	56055	Gtpbp2	11.99	12.99	11.18	10.53	10.42	10.52	17.32	16.55	16.72
G10090_25263	14560	Gdf10	5.24	5.53	4.21	205.84	219.88	213.69	119.07	131.72	132.25
G10090_21116	68251	Babam1	38.01	41.16	37.37	37.07	38.61	38.19	29.27	29.78	27.55
G10090_24865	18431	Oca2	0	0	0	0	0.02	0	0	0.02	0
G10090_21763	14084	Faf1	14.13	13.64	13.56	9.61	9.83	10.81	7.97	8.16	8.03
G10090_30519	102635360	Gm32719	2.63	2.49	3.35	1.43	2.01	2.15	3.05	1.96	1.7
G10090_15556	105245106	Gm40600	0.58	0.17	0.05	0.55	0.34	0.11	0.1	0.25	0.3
G10090_14956	108155	Ogt	19.38	20.55	19.68	29.15	27.24	26.76	30.46	32.46	31.03
G10090_26500	240334	Pcyox1l	11.53	10.95	11.28	10.57	9.47	9.36	3.34	3.84	4.19
G10090_18053	57376	Smarce1	41.42	43.89	41.36	38.88	38.8	41.14	32.54	34.47	36.03
G10090_12856	269593	Luzp1	26	29.24	28.79	16.1	15.1	16.05	20.86	22.43	22.51
G10090_13666	101592	Efl1	6.74	7.83	7.51	7.23	6.88	6.27	6.9	7.07	6.74
G10090_368	73368	Col20a1	1.71	1.52	1.23	2.38	2.52	2.59	1.82	1.87	1.82
G10090_13163	27632	Nelfe	21.56	21.01	21.4	16.82	19.1	21.53	15.22	15.28	14.4
G10090_30986	108168956	LOC108168956	0.09	0.09	0	0	0	0.09	0	0.35	0.19
G10090_11449	23821	Bace1	16.72	17.59	18.15	28.71	31.42	31.91	25.91	27.18	27.85
G10090_2498	18554	Pcsk7	11.73	10.83	11.84	15.05	15.26	15.08	10.43	9.46	9.63
G10090_27997	232409	Clec2e	0.05	0.11	0.08	0.03	0.03	0.08	0.29	0.31	0.2
G10090_8679	219144	Arl11	0.04	0.13	0.08	0.02	0.02	0	0.29	0.08	0.09
G10090_12845	239839	Ccdc14	2.01	2.38	2.29	1.59	1.51	1.84	0.86	0.58	0.66
G10090_1627	68691	Kansl1l	2.44	3.22	2.77	4.61	4.35	4.23	4.67	5.77	4.14
G10090_4180	71887	Ppm1j	0.9	0.78	0.68	0.11	0.11	0.26	0.21	0.18	0.1
G10090_18076	70008	Ace2	0.02	0.04	0.02	0	0	0	0.03	0.07	0
G10090_7974	71982	Snx10	13.23	15.16	14.31	7.68	8.36	9.29	13.13	12.96	13.04
G10090_32557	268373	Ppia	1525.37	1546.25	1498.78	1365.37	1227.34	1270.94	974.84	850.09	847.16
G10090_5421	654824	Ankrd37	0.36	0.93	0.44	0.53	0.46	0.29	1.68	1.24	0.86
G10090_7553	240064	Zfp799	1.94	2.26	2.06	4.22	4.12	4.57	3.3	3.5	3.35
G10090_6448	235323	Usp28	3.11	3.3	3.33	4.54	4.34	4.58	3.28	3.27	3.66
G10090_18644	20022	Polr2j	51.6	45.1	46.28	54.89	55.03	56.84	41.98	36	41.44
G10090_808	272551	Gins2	28.22	29.87	28.52	16.32	15.69	14.91	6.69	7.63	6.4
G10090_21548	19262	Ptpra	31.42	35.55	32.05	46.69	47.54	49.45	45.27	43.72	42.71
G10090_23818	13612	Edil3	0.74	0.71	0.57	0.38	0.5	0.56	3.22	3.05	2.91
G10090_27956	110794	Cebpe	0	0	0	0	0	0	0	0.05	0
G10090_31077	245403	Dcaf12l2	0.16	0.19	0.23	0.04	0.08	0.06	0.16	0.08	0
G10090_23757	100043811	Frg2f12	0	0.1	0	0.05	0	0	0.05	0.05	0
G10090_12588	237988	Cdr2l	41.61	41.09	44.7	33.79	34.32	34.7	35.13	34.54	33.25
G10090_1243	73174	Tbkbp1	6.34	6.9	7.31	7.71	7.33	6.2	12.84	13.41	12.96
G10090_14587	13404	Dmc1	0.18	0.03	0.15	0.03	0	0	0.06	0.09	0.1
G10090_3409	75296	Fgfr1op	3.67	4.01	4.08	6.18	5.33	6.21	2.85	3.48	3.05
G10090_23192	64655	Mrps22	14.62	16.05	13.32	12.03	12.62	13.09	8.82	8.24	8.16
G10090_6228	380918	Siah3	0.29	0.23	0.07	1.95	1.18	1.38	0.79	0.29	0.89
G10090_16696	100044068	LOC100044068	0	0	0	0	0.03	0	0	0	0.03
G10090_1747	232875	Zscan18	0.59	0.62	0.77	0.31	0.52	0.42	0.44	0.61	0.59
G10090_13904	77087	Ankrd11	28.72	31.67	30.59	29.54	26.7	24.89	21.44	23.81	24.11
G10090_17117	14803	Grid1	0.07	0.04	0.07	0.28	0.04	0.09	0	0.01	0.04
G10090_12534	56096	Plac1	0.12	0.13	0	0	0	0	0	0	0
G10090_12289	69358	Lrrc51	1.86	2.46	2.33	5.5	2.95	3.55	3.4	2.62	2.7
G10090_8310	319446	Dpep2	0.03	0	0.04	0.07	0	0.03	0.42	0.39	0.16
G10090_357	211660	Cspp1	5.54	5.92	5.43	9.72	8.06	8.64	6.31	5.89	6.36
G10090_18391	380654	Cfap54	0.01	0.02	0.01	0.02	0.01	0.01	0.01	0	0.01
G10090_6642	114642	Brdt	0.32	0.45	0.5	1.03	1.1	1.14	1.19	1.12	1.25
G10090_16111	66138	Bud23	17.27	18.2	17.84	19.64	17.39	18.68	9.55	9.73	9.29
G10090_15364	277743	Fam131c	0.13	0.09	0.09	0	0	0	0.04	0.08	0.05
G10090_17111	241520	Fam171b	7	8.02	8.38	2.63	2.87	2.47	6.09	5.71	5.84
G10090_4939	269254	Setx	8.96	10.29	10.47	8.88	8.41	8.3	6.95	6.74	6.72
G10090_5070	102639700	LOC102639700	2.76	3.36	3.43	2.4	2.63	2.81	2.86	2.23	2.64
G10090_21395	232086	Tmem150a	22.72	20.31	21.41	28.48	25.79	24.7	52.48	50.41	47.72
G10090_15656	108037	Shmt2	106.76	103.49	108.17	42.49	44.36	43.68	34.35	34.31	37.47
G10090_3864	54644	Otud5	14.29	14.07	15	14.7	15.31	15.77	13.81	14.22	14.84
G10090_3365	13544	Dvl3	24.79	24.63	25.18	18.71	17.02	16.75	23.52	27.12	25.56
G10090_16944	244810	AW551984	1.41	1.3	1.03	1.35	1.95	1.79	7.21	6.89	5.97
G10090_20467	13380	Dkk1	0	0.03	0	0.05	0	0	0	0.03	0.03
G10090_31988	54711	Plagl2	4.99	5.16	5.01	4.44	4.17	3.69	3.78	3.98	3.89
G10090_5484	240084	Cchcr1	8.07	9.18	9.48	5.16	4.67	5.37	5.09	4.86	5.24
G10090_10958	72552	Hsdl1	2.05	1.66	2.22	1.98	2.64	2.56	4	3.86	3.72
G10090_4802	20469	Sipa1	7.72	6.58	6.91	7.01	7.55	7.51	5.56	6.03	5.64
G10090_12978	67763	Prpsap1	37.82	34.73	34.34	30.86	33.42	35.5	28.2	26.89	27.2
G10090_18158	231668	Vsig10	2.23	2.17	2.37	0.9	1.03	0.89	2.7	2.7	2.32
G10090_15212	257947	Olfr543	0.06	0.18	0	0.12	0.17	0	0	0.06	0
G10090_7439	76890	Memo1	30.77	29.74	30.56	32.68	29.81	31.77	21.41	19.93	18.79
G10090_15122	12745	Clgn	0.14	0.08	0.16	0.02	0.07	0.11	0	0.02	0
G10090_17449	27277	Golga5	15.68	17.76	17.09	16.06	14.72	15.35	17.07	16.18	16.74
G10090_967	14420	Galc	5.81	4.82	5.64	3.35	3.81	4.17	4.68	4.23	3.64
G10090_24137	232333	Slc6a1	0	0.01	0.03	0	0	0	0	0	0
G10090_8671	100862043	LOC100862043	0.05	0	0	0	0.1	0.54	0.42	0.22	0.57
G10090_18498	18074	Nid2	42.52	43.92	44.38	109.76	112.42	108.94	74.17	80.26	77.41
G10090_18423	69707	Iqcg	0.12	0.06	0.21	0.11	0.07	0.02	0.33	0.3	0.18
G10090_20845	110033	Kif22	24.77	26.42	24.54	15.59	16.03	18.93	2.18	2.06	2.42
G10090_17138	94232	Ubqln4	29.83	30.81	30.34	21.6	20.59	19.21	14.4	14.72	16.11
G10090_149	74715	4930521O11Rik	0.49	0.43	0.58	0.48	0.52	0.27	0.55	0.42	0.41
G10090_19604	30877	Gnl3	32.49	30.82	31.58	38.86	34.37	41.88	19.53	18.69	17.94
G10090_27736	227526	Cdnf	1.15	0.99	1.14	1.51	1.49	1.62	2.52	2.35	2.68
G10090_1198	50780	Rgs3	14.19	15.07	13.39	2.77	2.9	2.39	28.46	27.49	30.02
G10090_2360	17356	Afdn	10.32	11.5	11.03	4.9	4.57	4.24	9.19	9.9	9.8
G10090_18114	329260	Dennd1b	1.84	2.03	1.86	1.27	1.52	1.38	2.34	2.36	2.02
G10090_21509	93736	Aff4	29.93	31.88	30.48	23.2	21.91	22.21	28.12	28.99	28.15
G10090_7496	219131	Phf11a	0.2	0.16	0.16	0.11	0.16	0.15	0.79	0.46	0.54
G10090_25406	11565	Adssl1	0.1	0.11	0.31	0.07	0.14	0.17	1.64	1.32	1.61
G10090_5631	19215	Ptgds	0	0	0	0	0	0	0.08	0.25	0.09
G10090_8313	54519	Apbb1ip	50.52	50.13	52.67	33.23	35.3	31.69	37.21	40.4	36.99
G10090_7989	17391	Mmp24	1.97	2.07	2.1	2.39	2.14	3.14	2.38	2.4	2.38
G10090_7301	232560	Caprin2	1.99	1.85	1.92	2.99	2.95	3.17	2.29	2.51	2.41
G10090_19957	65256	Asb2	0.7	0.73	0.73	0	0.07	0	0.07	0.09	0.17
G10090_1279	12483	Cd22	0	0	0	0	0	0	0.04	0	0
G10090_5950	319508	Syt15	0	0.02	0.02	0	0	0.05	0	0	0.02
G10090_12778	64945	Cldn12	18.63	18.28	18.24	11.84	11.64	12.4	8.75	8.29	8.74
G10090_11649	244954	Prss35	1.66	2.26	1.43	0.89	1.7	1.63	2.06	2.7	2.1
G10090_19805	66384	Srp19	43.98	41.1	42.22	46.42	45.79	48.43	29.59	24.04	29.44
G10090_11137	107221	Ffar4	0	0	0	1.38	0.76	0.54	0.4	0.62	0.44
G10090_8965	239102	Zfhx2	1.62	1.45	1.41	2.07	1.71	1.62	1.84	1.79	1.86
G10090_5932	100503085	Klhl3	0.1	0.15	0.1	0.09	0	0.08	0.17	0.05	0.08
G10090_2606	224997	Dlgap1	0.04	0.07	0.01	0.07	0.1	0.04	0.07	0.13	0.06
G10090_3192	70209	Tmem143	8.5	8.4	8.05	12.3	10.88	10.53	11.54	11.74	12.69
G10090_4083	11889	Asgr1	0.27	0.23	0.28	0.06	0.28	0.33	0.05	0.39	0.16
G10090_1584	105732	Fam83h	1.55	1.58	1.23	2.3	2.68	3.03	2.98	3.32	3.17
G10090_6334	11596	Ager	0.41	0.32	0.41	0.69	0.36	0.9	0.44	0.58	0.55
G10090_9315	18632	Pex11b	8.79	7.75	8.6	12.41	10.91	10.36	10.59	8.38	8.7
G10090_17321	16545	Kera	0	0	0	0.13	0	0	0.25	0.21	0.24
G10090_10230	214058	Megf11	0.21	0.17	0.21	0.11	0.09	0.09	0.06	0.09	0.04
G10090_9642	67466	Pdcl	9.98	11.9	11.03	9.27	9.2	8.64	8.66	8.46	7.38
G10090_9575	57783	Tnip1	13.82	14.66	13.9	17.19	17.95	18.29	16.19	18.14	17.44
G10090_2977	219249	Tdrd3	6.99	7.91	7.81	8.11	8.3	7.45	10.19	11.15	9.78
G10090_27193	74277	Chic2	8.26	7.68	8.68	8.1	7.44	8.37	8.72	8.23	8.16
G10090_19598	52502	Carhsp1	44.27	41.27	40.65	53.97	52.47	53.64	59.03	58.7	54.62
G10090_10012	18044	Nfya	15.73	17.1	16.74	14.71	16.01	16.12	14.24	13.68	12.78
G10090_11966	78558	Htra3	14.92	15.48	12	10.17	10.64	8.74	57.8	66.92	59.47
G10090_20371	333193	Proser3	3.11	2.97	3.45	2.79	3.03	3.08	2.3	2.17	2.37
G10090_7913	18797	Plcb3	26.47	24.73	25.5	26.28	26.06	25.96	22.23	22.67	25.15
G10090_27096	13586	Ear1	0	0	0	0.1	0.1	0.1	0.1	0.19	0.11
G10090_6264	75050	Kif27	0.07	0.08	0.09	0.12	0.07	0.06	0.18	0.13	0.21
G10090_28060	266645	Acmsd	0	0	0.03	0.03	0	0.03	0	0.03	0.03
G10090_16608	20652	Soat1	34.49	34.17	35.58	17.35	18.35	17.38	20.08	18.19	18.2
G10090_17004	22696	Zfp37	3.71	4.42	4.28	2.66	2.58	2.64	3.09	2.67	2.74
G10090_32859	14561	Gdf11	10.5	9.97	10.87	10.77	10.69	10.37	12.2	10.82	10.71
G10090_397	72293	Nkd2	3.92	5.19	4.3	0.69	0.78	0.46	2.34	2.72	3.34
G10090_17966	15560	Htr2c	0.03	0.01	0.02	0	0	0	0	0	0
G10090_22245	20444	St3gal2	56.7	56.16	56.74	34.11	34.76	35.43	58.32	57.44	57.39
G10090_3567	70237	Bhlhb9	9.45	10.53	9.63	10.06	9.88	10.02	8.33	9.15	8.39
G10090_5940	19128	Pros1	22.68	24.88	23.65	98.49	99.79	113.45	106.16	97.83	96.71
G10090_16367	338350	Acad12	1.14	0.77	1.03	0.98	1.39	1.73	2.39	2.53	2.59
G10090_24570	68041	Mid1ip1	17.6	18.08	17.19	5.33	6.44	5.92	15.34	14.89	13.74
G10090_8432	20459	Ptk6	0	0	0.02	0.04	0	0	0	0	0
G10090_15404	20309	Cxcl15	0	0	0	0	0	0	0.03	0.06	0.03
G10090_15216	72657	Selenoh	38.06	33.34	35.88	15.94	17.35	16.85	9.7	9	5.74
G10090_12308	22163	Tnfrsf4	0.26	0.51	0.39	0.41	0.68	0.58	0.63	0.37	0.43
G10090_722	230674	Kdm4a	24.72	23.71	25.34	26.99	24.62	25.76	27.08	27.67	26.02
G10090_33876	18803	Plcg1	15.01	15.39	14.93	17.19	18.1	16.89	19.45	21.07	19.31
G10090_29145	18667	Pgr	5.64	6.3	5.91	2.5	2.28	2.21	3.16	3.72	3.66
G10090_841	12291	Cacna1g	6.8	6.85	7	20.41	20.07	17.38	30.64	28.5	30.99
G10090_8233	14950	H13	150.88	143.22	143.23	106.87	110.49	105.09	91.7	85.43	79.8
G10090_13330	77782	Polq	3.42	3.47	3.99	3.24	2.23	2.77	0.29	0.32	0.34
G10090_29735	619441	Tnfsfm13	1.97	1.39	1.31	1.39	1.64	1.46	2.46	2.68	1.85
G10090_4523	110094	Phka2	4.27	4.66	4.56	6.33	6.09	5.9	4.04	4.41	4.42
G10090_15630	16150	Ikbkb	10.68	10.22	11.13	10.07	10.44	10.68	10.92	10.67	11.11
G10090_24107	109731	Maob	3.81	4.24	4.17	2.01	1.79	1.11	6.35	7.75	6.55
G10090_15292	246730	Oas1a	1.42	0.77	1.03	0.21	0.33	0.25	3.01	0.68	1.46
G10090_14232	434178	Zfp141	3.37	4.08	3.3	4.76	5.27	4.89	2.87	3.43	3.27
G10090_5609	83431	Ndel1	45.28	47.92	47.45	31.7	31.62	32.39	36.92	36.13	35.18
G10090_13530	212391	Lcor	2.81	2.89	3.08	3.5	3.23	3.01	2.52	2.5	2.47
G10090_31646	242093	Rxfp4	0.05	0	0	0	0	0	0	0	0
G10090_3895	226043	Cbwd1	5.8	6.4	6.66	5.92	5.78	6.07	4.75	3.25	3.92
G10090_30722	20471	Six1	10.07	9.57	10.29	20.79	21.66	21.94	14.26	14.4	13.92
G10090_2340	66583	Exosc1	17.98	16.04	18.02	14.33	15.18	13.95	9.79	8.81	8.73
G10090_25438	105242736	LOC105242736	0.42	0	0.33	0	0.55	0.64	0.85	0.64	0.24
G10090_10508	67030	Fancl	2.31	3.24	3.21	2.72	2.16	2.45	1.38	1.41	1.49
G10090_3062	18784	Pla2g5	0.03	0	0	0	0	0.13	0.03	0	0.03
G10090_29273	26941	Slc9a3r1	11.12	12.12	12.03	7.7	8.64	7.75	7.47	6.71	6.95
G10090_815	264895	Acsf2	7.44	7.25	6.41	12.92	13	11.69	12.5	13.6	11.83
G10090_2171	71861	Zswim2	0	0	0	0	0	0	0.11	0	0
G10090_22739	18030	Nfil3	11.98	14.05	13.34	67.52	69.39	72.98	17.88	17.04	17.71
G10090_12734	56427	Tubd1	4.97	5.48	4.87	7.81	7.09	6.44	5.14	4.22	5.2
G10090_7060	69082	Zc3h15	41.65	43.79	45.36	40.63	37.6	41.81	28.56	26.62	26.28
G10090_27804	170441	Slc2a10	8.39	9.68	8.32	4.05	4.38	3.49	6.27	5.84	5.9
G10090_18439	56417	Adar	8.45	8.78	7.95	6.32	5.69	5.89	13.43	10.85	11.44
G10090_11113	81701	Egfl8	0.19	0.2	0.07	0.07	0.17	0.44	0	0.22	0.12
G10090_32802	71793	Ints12	6.44	7.09	5.59	5.1	5.22	5.06	5.17	4.99	5.52
G10090_6726	170823	Glmn	4	3.79	4.04	5.24	4.99	5.27	4.03	3.17	3.85
G10090_8439	72482	Acbd6	24.14	26.21	25.45	27.89	27.44	26.15	26.61	28.42	23.65
G10090_21802	71878	Fam83d	15.34	16.05	15.81	12.65	11.65	10.76	2.9	3.06	2.87
G10090_4437	55988	Snx12	28.61	28.51	28.19	21.53	18.12	19.44	25.24	21.2	22.59
G10090_33262	106021	Topors	17.61	17.62	17.17	15.57	15.38	15.46	11.34	11.1	10.04
G10090_14801	353170	Txlng	3.53	3.72	4.22	10.36	9.54	9.93	4.68	4.69	4.71
G10090_12995	103573	Xpo1	46.77	47.81	49.93	38.92	37.79	41.81	18.43	17.76	16.5
G10090_24855	26434	Prnd	0	0.11	0.15	0	0	0.16	0.06	0.09	0.1
G10090_15507	269523	Vcp	236.88	233.01	226.17	199.75	212.45	204.69	158.27	153.89	160.46
G10090_12927	241688	Dzank1	0.08	0.07	0.1	0.12	0.17	0.18	0.29	0.4	0.32
G10090_21820	57740	Stk32c	0.3	0.23	0.55	0.17	0.28	0.23	0.22	0.09	0.11
G10090_32760	108167855	Gm46255	1.64	1.37	1.94	1.56	1.51	1.79	1.42	1.39	1.5
G10090_30883	75669	Pik3r4	8.21	7.65	7.88	11.55	12.02	10.88	10.97	11.55	12.33
G10090_5705	83490	Pik3ap1	0.07	0.05	0.04	0.03	0	0.06	0.29	0.23	0.08
G10090_17974	23879	Fxr2	37.69	37.59	38.29	33.31	33.23	32.97	23.74	22.51	21.02
G10090_19947	240514	Ccdc85b	7.94	6.46	7.66	11.18	12.11	14.74	6.72	5.67	6.07
G10090_16573	381538	Mroh7	0	0	0	0	0	0	0.03	0.01	0.02
G10090_22128	20377	Sfrp1	91.99	98.38	87.51	789.57	879.8	882.05	1192.69	1265.53	1218.89
G10090_4228	229503	Rrnad1	4.37	4.02	4.62	5.9	5.44	5.65	5.15	4.74	4.79
G10090_5655	12287	Cacna1b	0.2	0.23	0.22	4.34	4.03	3.4	0.56	0.63	0.67
G10090_31101	233210	Prr12	15.05	15.17	14.85	16.85	15.77	14.9	15.59	16.45	17.61
G10090_2100	66768	Pacrgl	3.96	5.27	3.92	5.57	4.62	5.34	3.89	3.21	3.9
G10090_3032	214469	Fam168b	36.89	37.81	37.48	34.58	31.19	31.71	33.31	33.96	33.03
G10090_13856	70451	Dhrs13	4.44	3.71	4.7	4.93	5.01	5.83	2.21	2	2.18
G10090_7059	15191	Hdgf	181.35	188.93	182.69	106.6	113.13	114.63	99.62	93.41	100.64
G10090_22153	83674	Cnnm1	0.03	0	0.02	0.04	0.04	0	0.04	0.03	0.03
G10090_21722	214403	Gm4788	0	0.16	0	0.09	0.13	0.24	0.09	0.24	0.17
G10090_11933	102633301	Gm31160	0	0	0	0.08	0	0	0	0.04	0
G10090_29065	99382	Abtb2	1.91	1.84	1.74	1.6	1.47	1.29	1.09	1.1	1.05
G10090_1128	228960	Stx16	15.91	17.75	17.46	30.21	31.06	31.88	26.3	26.26	26.08
G10090_33769	105246496	4930578L24Rik	0.53	0.5	0.38	0.39	0.57	0.54	0.27	0.54	0.48
G10090_6633	235611	Plxnb1	0.95	0.91	0.8	0.43	0.4	0.33	0.69	0.9	0.63
G10090_8082	210145	Irgc1	0	0	0	0	0.04	0	0	0	0
G10090_19974	54324	Arhgef5	4.86	5.05	4.31	1.19	1.28	1.67	3.8	4.03	3.85
G10090_14601	13548	Dyrk1a	12.43	12.36	12.79	9.48	10.76	10.6	9.75	9.8	10.17
G10090_22	74446	Slc9b1	0.21	0	0.08	0.11	0.04	0	0	0	0.05
G10090_21301	103743	Tmem98	40.13	41.28	37.77	24.82	24.24	23.63	45.33	45.35	46.28
G10090_25717	238252	Gpr135	0.9	0.75	0.82	1.54	1.1	0.73	1.39	1.67	1.55
G10090_23702	232790	Oscar	0.33	0.28	0.4	0.27	0.2	0.37	0.23	0.26	0.07
G10090_13522	68897	Disp1	25.26	25.71	25.26	20.12	21.21	18.64	18.23	19.41	18.72
G10090_12619	107932	Chd4	68.17	69.54	69.55	60.79	63.29	64.7	52.16	54.26	55.58
G10090_14356	74513	Neto2	2.44	2.53	2.84	2.9	3.24	3.25	1.08	0.89	0.92
G10090_14663	14073	Faah	0.03	0.05	0.05	0.07	0.05	0	0.11	0.08	0.07
G10090_6278	327747	Mettl24	0.36	0.29	0.45	0.21	0.08	0.16	0.08	0.4	0.56
G10090_14355	235674	Acaa1b	0.28	0.28	0.27	0.25	0.48	0.28	1.02	1.01	0.9
G10090_16773	14174	Fgf3	0	0	0	0.02	0	0	0	0	0
G10090_5288	218756	Slc4a7	6.4	6.8	6.56	7.14	6.38	6.2	3.37	3.84	3.45
G10090_22792	67196	Ube2t	8.96	7.67	9.92	8.33	6.82	9.99	2	1.35	2.11
G10090_4697	100502698	Rubcn	9.57	9.1	9.08	5.35	5.86	6.21	9.43	9.79	8.76
G10090_1469	75305	Ankrd53	0	0.04	0	0	0	0.07	0.03	0	0.04
G10090_27292	108167321	LOC108167321	1.48	1.46	1.65	1.35	1.34	1.45	2.05	2.1	1.94
G10090_13936	394432	Ugt1a7c	43.61	44.18	42.13	87.52	90.07	85.81	43.31	39.68	40.77
G10090_3839	66222	Serpinb1a	2.26	3.05	1.77	1.14	1.73	0.85	13.27	10.83	10.85
G10090_10604	384619	Ccdc155	0.05	0.06	0.03	0.08	0.07	0.17	0.07	0.11	0.06
G10090_25559	109284	R3hdm4	34.96	32.85	30.23	40.87	43.21	42.32	48.38	46.16	45.1
G10090_33949	69885	Aunip	6.84	6.28	6.29	3.82	3.74	4.16	0.49	0.35	0.33
G10090_19903	17841	Mup2	0	0	0.09	0	0	0	0	0	0
G10090_12743	70612	Tmem230	13.33	13.06	14.03	21.74	21.31	21.85	13.52	13.99	14.95
G10090_7570	16174	Il18rap	0.39	0.29	0.58	0.17	0.08	0.08	0.24	0.11	0.13
