reaction_id,Pathway,lmp_id,gene_name,species_long,gene_symbol,R_lipid,P_lipid
R-HSA-162730,phosphatidylinositol + UDP-N-acetyl-D-glucosamine -> N-acetylglucosaminyl-PI + UDP,LMP000545,"phosphatidylinositol glycan anchor biosynthesis, class C",Homo sapiens,PIGC,PI,N-acetylglucosaminyl-PI
R-HSA-162730,phosphatidylinositol + UDP-N-acetyl-D-glucosamine -> N-acetylglucosaminyl-PI + UDP,LMP000545,"phosphatidylinositol glycan anchor biosynthesis, class C",Homo sapiens,PIGC,UDP-N-acetyl-D-glucosamine,N-acetylglucosaminyl-PI
R-HSA-163069,mannose (a1-2) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI + phosphatidylethanolamine -> (ethanolamineP) mannose (a1-2) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI (acyl-GPI) + diacylglycerol,LMP002127,"phosphatidylinositol glycan anchor biosynthesis, class F",Homo sapiens,PIGF,mannose (a1-2) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI,(ethanolamineP) mannose (a1-2) (ethanolamineP) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI
R-HSA-163069,mannose (a1-2) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI + phosphatidylethanolamine -> (ethanolamineP) mannose (a1-2) mannose (a1-6) (ethanolamineP) mannose (a1-4) glucosaminyl-acyl-PI (acyl-GPI) + diacylglycerol,LMP002127,"phosphatidylinositol glycan anchor biosynthesis, class F",Homo sapiens,PIGF,PE,DAG
R-HSA-162730,phosphatidylinositol + UDP-N-acetyl-D-glucosamine -> N-acetylglucosaminyl-PI + UDP,LMP000640,"phosphatidylinositol glycan anchor biosynthesis, class H",Homo sapiens,PIGH,PI,N-acetylglucosaminyl-PI
R-HSA-162730,phosphatidylinositol + UDP-N-acetyl-D-glucosamine -> N-acetylglucosaminyl-PI + UDP,LMP000640,"phosphatidylinositol glycan anchor biosynthesis, class H",Homo sapiens,PIGH,UDP-N-acetyl-D-glucosamine,N-acetylglucosaminyl-PI
R-HSA-1675928,"PI4P is phosphorylated to PI(3,4)P2 by PIK3C2A/G at the Golgi membrane",LMP001532,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha",Homo sapiens,PIK3C2A,PI4P,"PI(3,4)P2"
R-HSA-1675939,PI is phosphorylated to PI3P by PIK3C2A/3 at the early endosome membrane,LMP001532,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha",Homo sapiens,PIK3C2A,PI,PI3P
R-HSA-1675961,PI is phosphorylated to PI3P by PIK3C2A/3 at the Golgi membrane,LMP001532,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha",Homo sapiens,PIK3C2A,PI,PI3P
R-HSA-1676024,PI is phosphorylated to PI3P by PIK3C2A/3 at the late endosome membrane,LMP001532,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha",Homo sapiens,PIK3C2A,PI,PI3P
R-HSA-1676109,"PI4P is phosphorylated to PI(3,4)P2 by PI3K3C[2] at the plasma membrane",LMP001532,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha",Homo sapiens,PIK3C2A,PI4P,"PI(3,4)P2"
R-HSA-1676206,"PI4P is phosphorylated to PI(3,4)P2 by PIK3C2A at the early endosome membrane",LMP001532,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha",Homo sapiens,PIK3C2A,PI4P,"PI(3,4)P2"
R-HSA-8868072,"Clathrin-associated PIK3C2A phosphorylates PI(4)P to PI(3,4)P2",LMP001532,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha",Homo sapiens,PIK3C2A,PI4P,"PI(3,4)P2"
R-HSA-1676109,"PI4P is phosphorylated to PI(3,4)P2 by PI3K3C[2] at the plasma membrane",LMP006736,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 beta",Homo sapiens,PIK3C2B,PI4P,"PI(3,4)P2"
R-HSA-1675928,"PI4P is phosphorylated to PI(3,4)P2 by PIK3C2A/G at the Golgi membrane",LMP002641,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 gamma",Homo sapiens,PIK3C2G,PI4P,"PI(3,4)P2"
R-HSA-1676109,"PI4P is phosphorylated to PI(3,4)P2 by PI3K3C[2] at the plasma membrane",LMP002641,"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 gamma",Homo sapiens,PIK3C2G,PI4P,"PI(3,4)P2"
R-HSA-109699,PI3K-containing complexes phosphorylate PIP2 to PIP3,LMP005424,"phosphatidylinositol 3-kinase, catalytic subunit type 3",Homo sapiens,PIK3C3,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1675939,PI is phosphorylated to PI3P by PIK3C2A/3 at the early endosome membrane,LMP005424,"phosphatidylinositol 3-kinase, catalytic subunit type 3",Homo sapiens,PIK3C3,PI,PI3P
R-HSA-1675961,PI is phosphorylated to PI3P by PIK3C2A/3 at the Golgi membrane,LMP005424,"phosphatidylinositol 3-kinase, catalytic subunit type 3",Homo sapiens,PIK3C3,PI,PI3P
R-HSA-1676024,PI is phosphorylated to PI3P by PIK3C2A/3 at the late endosome membrane,LMP005424,"phosphatidylinositol 3-kinase, catalytic subunit type 3",Homo sapiens,PIK3C3,PI,PI3P
R-HSA-5672012,Beclin-1 complex phosphorylates PtdIns,LMP005424,"phosphatidylinositol 3-kinase, catalytic subunit type 3",Homo sapiens,PIK3C3,PI,PI3P
R-HSA-6798174,PIK3C3:PIK3R4 phosphorylates PI to PI3P,LMP005424,"phosphatidylinositol 3-kinase, catalytic subunit type 3",Homo sapiens,PIK3C3,PI,PI3P
R-HSA-109699,PI3K-containing complexes phosphorylate PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1226014,Conversion of PIP2 to PIP3 by PI3K bound to ligand-responsive p-6Y-EGFR mutants,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1250370,Conversion of PIP2 into PIP3 by PI3K bound to p-ERBB4cyt1 homodimers,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1250462,PIP2 to PIP3 conversion by PI3K bound to phosphorylated heterodimer of ERBB2 and ERBB3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1306957,PIP2 to PIP3 conversion by PI3K bound to GRB2:GAB1 in complex with phosphorylated heterodimer of ERBB2 and EGFR,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1306979,PIP2 to PIP3 conversion by PI3K bound to phosphorylated heterodimer of ERBB2 and ERBB4 CYT1,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1433514,Synthesis of PIP3 from PIP2 by PI3K,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1676048,"PI(4,5)P2 is phosphorylated to PI(3,4,5)P3 by PIK3C[1] at the plasma membrane",LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1676109,"PI4P is phosphorylated to PI(3,4)P2 by PI3K3C[2] at the plasma membrane",LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,PI4P,"PI(3,4)P2"
R-HSA-177939,"PI3K converts phosphatidylinositol-4,5-bisphosphate (PIP2) to phosphatidylinositol-3,4,5-trisphosphate (PIP3)",LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1839091,Cytosolic FGFR1 fusion protein-associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1839107,BCR-FGFR1-associated PI3K phosphorylates PIP2 to PIP3.,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-186800,PI3K catalyses the phosphorylation of PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-198266,PI3K produces PIP3 and other phosphatidyl inositides,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-202365,PI3K bound to TRAT1 phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-2029271,PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-2316434,PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,PIP2,"phosphoinositol-3,4,5-trisphosphate (PIP3)"
R-HSA-2394007,PI3K gain of function mutants phosphorylate PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-2424480,PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-2730870,Phosphorylation of PIP2 to PIP3 by PI3K,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-389158,CD28 bound PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-437162,"PI3K alpha, beta, gamma convert PIP2 to PIP3",LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5218819,VEGFA dimer:p-6Y-VEGFR2 dimer:PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5637801,Conversion of PIP2 to PIP3 by PI3K bound to phosphorylated EGFRvIII,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5654690,FGFR1-associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5654692,FGFR1- and PTPN11- associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5654697,FGFR2- and PTPN11- associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5654701,FGFR2-associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5654705,FGFR3-associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5654709,FGFR3- and PTPN11-associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5654714,FGFR4- and PTPN11-associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5654717,FGFR4-associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5655235,Activated FGFR4 mutant-associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5655289,Activated FGFR3 mutant-associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5655290,Activated FGFR1 mutant-associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5655323,Activated FGFR2 mutant-associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-8852019,MET bound PI3K generates PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-8853323,Activated FGFR3 fusion-associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-9021627,EPOR-associated PI3K phosphorylates PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-9028519,NTRK2-activated PI3K generates PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-9603445,Activated NTRK3 stimulates PI3K activity,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-9664664,PI3K bound to phosphorylated heterodimers of ERBB2 KD mutants and ERBB3 converts PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-9664940,PI3K bound to phosphorylated heterodimers of ERBB2 KD mutants and EGFR converts PIP2 to PIP3,LMP001325,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha",Homo sapiens,PIK3CA,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-109699,PI3K-containing complexes phosphorylate PIP2 to PIP3,LMP001333,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",Homo sapiens,PIK3CB,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1676048,"PI(4,5)P2 is phosphorylated to PI(3,4,5)P3 by PIK3C[1] at the plasma membrane",LMP001333,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",Homo sapiens,PIK3CB,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1676109,"PI4P is phosphorylated to PI(3,4)P2 by PI3K3C[2] at the plasma membrane",LMP001333,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",Homo sapiens,PIK3CB,PI4P,"PI(3,4)P2"
R-HSA-186800,PI3K catalyses the phosphorylation of PIP2 to PIP3,LMP001333,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",Homo sapiens,PIK3CB,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-198266,PI3K produces PIP3 and other phosphatidyl inositides,LMP001333,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",Homo sapiens,PIK3CB,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-202365,PI3K bound to TRAT1 phosphorylates PIP2 to PIP3,LMP001333,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",Homo sapiens,PIK3CB,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-2029271,PI3K phosphorylates PIP2 to PIP3,LMP001333,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",Homo sapiens,PIK3CB,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-2316434,PI3K phosphorylates PIP2 to PIP3,LMP001333,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",Homo sapiens,PIK3CB,PIP2,"phosphoinositol-3,4,5-trisphosphate (PIP3)"
R-HSA-2424480,PI3K phosphorylates PIP2 to PIP3,LMP001333,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",Homo sapiens,PIK3CB,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-2730870,Phosphorylation of PIP2 to PIP3 by PI3K,LMP001333,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",Homo sapiens,PIK3CB,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-437162,"PI3K alpha, beta, gamma convert PIP2 to PIP3",LMP001333,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",Homo sapiens,PIK3CB,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-5218819,VEGFA dimer:p-6Y-VEGFR2 dimer:PI3K phosphorylates PIP2 to PIP3,LMP001333,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",Homo sapiens,PIK3CB,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-9021627,EPOR-associated PI3K phosphorylates PIP2 to PIP3,LMP001333,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit beta",Homo sapiens,PIK3CB,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1676048,"PI(4,5)P2 is phosphorylated to PI(3,4,5)P3 by PIK3C[1] at the plasma membrane",LMP000687,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta",Homo sapiens,PIK3CD,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1676109,"PI4P is phosphorylated to PI(3,4)P2 by PI3K3C[2] at the plasma membrane",LMP000687,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta",Homo sapiens,PIK3CD,PI4P,"PI(3,4)P2"
R-HSA-2045911,"BCAP Signalosome phosphorylates PI(4,5)P2 forming PI(3,4,5)P3",LMP000687,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta",Homo sapiens,PIK3CD,"phosphoinositol-3,4,5-trisphosphate (PIP3)",PIP2
R-HSA-2076220,"CD19 Signalosome phosphorylates PI(4,5)P2 forming PI(3,4,5)P3",LMP000687,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta",Homo sapiens,PIK3CD,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-2316434,PI3K phosphorylates PIP2 to PIP3,LMP000687,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta",Homo sapiens,PIK3CD,PIP2,"phosphoinositol-3,4,5-trisphosphate (PIP3)"
R-HSA-9021627,EPOR-associated PI3K phosphorylates PIP2 to PIP3,LMP000687,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta",Homo sapiens,PIK3CD,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1676048,"PI(4,5)P2 is phosphorylated to PI(3,4,5)P3 by PIK3C[1] at the plasma membrane",LMP000468,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma",Homo sapiens,PIK3CG,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1676109,"PI4P is phosphorylated to PI(3,4)P2 by PI3K3C[2] at the plasma membrane",LMP000468,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma",Homo sapiens,PIK3CG,PI4P,"PI(3,4)P2"
R-HSA-392300,G beta:gamma activated PI3Kgamma converts PIP2 to PIP3,LMP000468,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma",Homo sapiens,PIK3CG,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-437162,"PI3K alpha, beta, gamma convert PIP2 to PIP3",LMP000468,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma",Homo sapiens,PIK3CG,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-9021627,EPOR-associated PI3K phosphorylates PIP2 to PIP3,LMP000468,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma",Homo sapiens,PIK3CG,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-109699,PI3K-containing complexes phosphorylate PIP2 to PIP3,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1226014,Conversion of PIP2 to PIP3 by PI3K bound to ligand-responsive p-6Y-EGFR mutants,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1250370,Conversion of PIP2 into PIP3 by PI3K bound to p-ERBB4cyt1 homodimers,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1250462,PIP2 to PIP3 conversion by PI3K bound to phosphorylated heterodimer of ERBB2 and ERBB3,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1306957,PIP2 to PIP3 conversion by PI3K bound to GRB2:GAB1 in complex with phosphorylated heterodimer of ERBB2 and EGFR,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1306979,PIP2 to PIP3 conversion by PI3K bound to phosphorylated heterodimer of ERBB2 and ERBB4 CYT1,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1433514,Synthesis of PIP3 from PIP2 by PI3K,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1676048,"PI(4,5)P2 is phosphorylated to PI(3,4,5)P3 by PIK3C[1] at the plasma membrane",LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1676109,"PI4P is phosphorylated to PI(3,4)P2 by PI3K3C[2] at the plasma membrane",LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,PI4P,"PI(3,4)P2"
R-HSA-177939,"PI3K converts phosphatidylinositol-4,5-bisphosphate (PIP2) to phosphatidylinositol-3,4,5-trisphosphate (PIP3)",LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1839091,Cytosolic FGFR1 fusion protein-associated PI3K phosphorylates PIP2 to PIP3,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-1839107,BCR-FGFR1-associated PI3K phosphorylates PIP2 to PIP3.,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-186800,PI3K catalyses the phosphorylation of PIP2 to PIP3,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-198266,PI3K produces PIP3 and other phosphatidyl inositides,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-202365,PI3K bound to TRAT1 phosphorylates PIP2 to PIP3,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-2029271,PI3K phosphorylates PIP2 to PIP3,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-2045911,"BCAP Signalosome phosphorylates PI(4,5)P2 forming PI(3,4,5)P3",LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"phosphoinositol-3,4,5-trisphosphate (PIP3)",PIP2
R-HSA-2076220,"CD19 Signalosome phosphorylates PI(4,5)P2 forming PI(3,4,5)P3",LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
R-HSA-2316434,PI3K phosphorylates PIP2 to PIP3,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,PIP2,"phosphoinositol-3,4,5-trisphosphate (PIP3)"
R-HSA-2394007,PI3K gain of function mutants phosphorylate PIP2 to PIP3,LMP002617,"phosphoinositide-3-kinase, regulatory subunit 1 (alpha)",Homo sapiens,PIK3R1,"PI(4,5)P2","PI(3,4,5)P3"
