"","1i_01","1i_02","1i_03","1i_2i_01","1i_2i_02","1i_2i_03","2i_01","2i_02","2i_03","OA_01","OA_02","OA_03"
"PC 32:0|PC 16:0_16:0",19369592832,21458911232,25638242304,20176123904,23693391872,23665291264,28249581568,28660412416,25571545088,27198040064,29594818560,27631761408
"PC 32:1|PC 14:0_18:1",5563371520,5929124352,7603886592,10026043392,10177290240,9936893952,7849033728,8428018176,7490410496,7887348224,8215122432,8211554304
"PC 32:1|PC 16:0_16:1",12374411264,13803686912,15549604864,13044914176,15096749056,14745147392,16775045120,17364131840,15410058240,15825542144,17452361728,16339763200
"PC 32:2|PC 16:1_16:1",1256141952,1462704640,1714115456,1659487232,1797625088,1871563008,893220096,931558336,853428992,905448512,880597184,973542272
"PC 34:0|PC 16:0_18:0",12897544192,13512653824,17865398272,12897064960,16209510400,16387192832,14436356096,13936651264,13209162752,14599657472,14826897408,14654270464
"PC 34:1|PC 16:0_18:1",80148504576,88538980352,95907364864,94019665920,1.01e+11,95402991616,1.07e+11,1.11e+11,1.03e+11,1e+11,1.14e+11,1.04e+11
"PC 34:2|PC 16:1_18:1",56884162560,62843170816,70057525248,67899592704,75996495872,70354026496,53954301952,57134272512,41532305408,51011518464,54379814912,54212964352
"PC 34:3|PC 16:1_18:2",584351552,679211264,800406592,734645056,899080896,810826752,611767616,635370880,557846528,451847648,628603008,594004928
"PC 34:3|PC 18:1_16:2",266588592,311296640,380298816,465279680,505842592,497177888,291507744,334128288,286731840,138498288,309421120,297083424
"PC 36:0|PC 18:0_18:0",637268992,704722560,866447744,600377344,810154624,741523904,718157120,711052800,595556160,724108672,742297984,740823680
"PC 36:1|PC 18:0_18:1",19054090240,21888061440,25572044800,23727319040,28038547456,24240662528,23160051712,23734779904,22316767232,21756227584,23929065472,22701471744
"PC 36:2|PC 18:1_18:1",2.41e+11,2.76e+11,2.98e+11,2.82e+11,2.97e+11,2.83e+11,2.62e+11,2.82e+11,2.54e+11,2.44e+11,2.6e+11,2.49e+11
"PC 36:3|PC 16:0_20:3",227196864,265962544,499371264,539605440,634320512,418332832,211436368,288431712,241580848,198092624,245180016,224309488
"PC 36:3|PC 18:1_18:2",10420232192,12011068416,14334308352,14355858432,15161171968,13859243008,13600116736,14139972608,12151840768,11376487424,12786961408,12292446208
"PC 36:4|PC 16:0_20:4",1333432832,1508779008,1722871424,1860795904,2251779072,2243755264,3605717248,3689291520,3295796224,3880301824,3990675712,3664391168
"PC 36:4|PC 18:1_18:3",311900448,350354080,382403520,645553088,867985728,670547264,99318376,276955488,256938064,187890688,100163264,95166848
"PC 36:5|PC 16:1_20:4",354969216,430782592,500112064,528702080,610662912,553834304,301226912,510780640,309718304,463504000,368835936,497645024
"PC 36:6|PC 16:1_20:5",59587124,57263444,69348736,94656608,125026120,96059512,73398896,76014608,67726432,67841056,50106160,65224692
"PC 38:1",9425948,10537268,13247098,12452560,14892812,10672831,8076330,10693678,5732222,6925321,9099769,9355117
"PC 38:1|PC 18:0_20:1",175768448,204047120,253132288,245259488,276182112,251700656,275166016,281144256,254142368,268890848,328090592,331451328
"PC 38:1|PC 20:0_18:1",161298480,186410752,226835632,314854016,333128320,290610176,191994672,200998080,167109600,172165728,198027536,186584736
"PC 38:2|PC 18:1_20:1",12722595840,14182087680,15133504512,23777191936,26636314624,23441952768,10541800448,11671558144,11023690752,9856422912,11151520768,10301263872
"PC 38:3|PC 18:1_20:2",1527988864,1790390272,1946633600,2991961344,3265693952,2915585792,1415262720,1592166272,1464640256,1287920896,1426891392,1387803776
"PC 38:4|PC 18:1_20:3",2691234304,2821513472,3513416448,5158118912,6349779456,5805446144,2786838528,3090574336,2916959744,2726622976,3128386304,3055277312
"PC 38:5|PC 18:1_20:4",6972189696,7868957184,9063949312,7757355008,15526649856,14547260416,11228459008,11611858944,10519719936,10721045504,11536855040,11082960896
"PC 38:6",31777650,64038632,70720184,114617368,124939336,108751888,67671104,71381056,68069288,58201896,61278732,61124404
"PC 38:6|PC 16:0_22:6",691521472,780988736,971009344,814965376,1038909248,917147712,1040518144,1174116224,1021633280,1046442432,1273350016,1164440960
"PC 38:6|PC 18:1_20:5",527144448,1101500928,802796544,2172798464,2793469184,2405413632,1442314880,1618588928,1454813056,1335330304,1438713344,1446159488
"PC 40:1|PC 16:0_24:1",23210608,22679808,29236020,28459998,34783836,38285652,32517246,32483758,29911478,34488940,38081452,34355084
"PC 40:1|PC 22:0_18:1",24566326,28549648,33632008,37374224,45347168,39777952,25469478,26035292,26583666,23391550,25157888,26652796
"PC 40:2|PC 18:1_22:1",446527840,529600544,572030848,1511608832,1659034496,1478475264,393878368,425643392,401833408,388282816,440075872,407760288
"PC 40:4",4814282,5643454,5046658,21876616,19758054,15511857,848510,998158,839646,1626326,690251,1350529
"PC 40:4|PC 18:1_22:3",120748648,192816176,206843616,522614336,620511040,536056160,141942176,157297040,143304656,136955344,157045424,158058608
"PC 40:5",63554996,72309120,78938320,229011328,204884304,183504192,28086046,30419478,26691332,30885880,30961440,28891876
"PC 40:6",104756072,110227536,108222288,198710096,178778320,172094064,82676600,97389392,95499280,67383008,77159296,84156584
"PC 40:6|PC 18:1_22:5",3842626816,4449269760,4902166528,8219734528,9434263552,8616939520,4157456896,4347995136,3879314432,4016936192,4075083264,4306426880
"PC 40:7|PC 18:1_22:6",3173055232,2073476864,2515228672,10459997184,11663550464,10945938432,4061128192,4440848384,4058072320,3574995200,4074394368,3910373632
"PC 40:7|PC 20:3_20:4",52891400,80824280,75162200,131294552,131714720,114010880,96125544,101076448,100884120,97326712,105960680,103091696
"PC 40:8|PC 20:4_20:4",210928208,226434160,242816512,138041920,192293904,181267936,293718112,295556256,307912832,260200464,267420432,269348704
"PC 40:9|PC 18:3_22:6",35059088,35073472,46967572,38638296,37173652,36356520,49465420,47987496,45744392,43616280,52263952,47676920
"PC 42:2|PC 18:1_24:1",17857214,19788740,21418322,33344602,41199172,35117656,23198138,21251434,21358302,23218214,24484026,19841228
"PC 42:5|PC 18:1_24:4",78561448,103308048,112513656,425313664,487828576,392181184,40687708,47634532,43964684,41042608,43108640,40027700
"PC 42:6|PC 18:1_24:5",92297664,107537312,128119296,287559744,335956032,299448192,57992292,50710840,56653148,79530520,119525120,48299764
"PC 44:12|PC 22:6_22:6",14647812,16806912,23131662,34286828,49714788,40745604,35987472,34252168,33437148,33093760,34827588,35322584
"PC 44:3|PC 20:0_24:3",13155590,16071814,8073196,35536120,59007016,106004408,34746180,27982144,39369148,87210256,64296820,34316424
"PE 30:0|PE 14:0_16:0",13687928,20208566,23528148,27666636,33347306,32966708,50258304,39203396,41470900,44587424,46434836,36720312
"PE 32:0|PE 16:0_16:0",222883200,249831504,274571040,200565936,304619072,236702048,351250528,339615872,324448928,330619872,348652800,348084384
"PE 32:1|PE 16:0_16:1",396421856,429294528,531183904,416394720,496785824,476807488,554142464,516437152,537311872,460748608,572021248,543989120
"PE 34:0|PE 16:0_18:0",178288080,193717552,233011696,153239712,225559280,150000256,198303568,203689104,206771904,166400944,191637152,214349152
"PE 34:1|PE 16:0_18:1",3695866624,3954723072,4669973504,3550879488,4990366720,4081728512,5355779072,5184513024,5007996928,5402443264,5996979200,5576097792
"PE 34:2",142646336,128473048,123032400,111037328,97348304,85991160,95118680,126015168,105579672,92519600,88887912,99743288
"PE 34:2|PE 16:1_18:1",474095520,518061184,610376576,507095392,582216896,521458560,562638912,590792448,543949376,503064608,560336128,545828928
"PE 34:3|PE 16:1_18:2",4835704,5751310,7630294,4682399,5867858,5356982,5096045,5917058,5770106,4497063,5515120,5387741
"PE 34:4|PE 16:1_18:3",41782536,42451720,43945360,41752356,43186000,38434028,51749116,45473064,48279624,46910216,50165196,42398516
"PE 36:0|PE 18:0_18:0",39103812,41018996,55485172,39478500,46392044,48959044,43594620,44440416,38773328,50909932,47479684,45726788
"PE 36:1|PE 18:0_18:1",4374040576,4841184256,5994397184,4200711680,6075600896,4580129792,5112755200,5057637376,5061563392,5155931648,5657406976,5406207488
"PE 36:2",861295296,850576320,432285248,839447232,729701696,766945472,726131392,720055552,716846016,713463488,673790016,657811648
"PE 36:2|PE 18:1_18:1",20401178624,22664300544,26102147072,20488144896,28238239744,23588067328,21594531840,21727758336,20516143104,22261415936,23763994624,22923786240
"PE 36:3|PE 16:0_20:3",7460932,9600768,2787747,3389820,4763104,7875910,6209344,9858961,3816733,6899843,6776690,8466831
"PE 36:3|PE 18:1_18:2",646858048,721813760,818280448,680096640,881923904,815330944,790138048,740881088,713585856,776288768,851369344,759272128
"PE 36:4|PE 16:0_20:4",895654720,1044616000,1091810176,912176960,1087974144,909929216,1478441728,1511714176,1391763840,1444113920,1573534080,1524971392
"PE 38:0|PE 18:0_20:0",1100382,1961122,2872928,1971926,1912259,1036674,402878,1493226,1612306,1819032,1510956,1526561
"PE 38:1|PE 16:0_22:1",47031200,53062952,68782408,37221048,60812336,43573252,68070544,63638740,73269016,70566208,82828200,79254784
"PE 38:1|PE 20:0_18:1",35520932,46748084,54300536,40599272,61502392,46626984,39718888,40979684,40437404,43582348,52516772,50257608
"PE 38:2|PE 18:0_20:2",7594503,8515652,8968421,6423000,10298676,8091048,5092266,2766728,9456823,8395380,6150357,8838725
"PE 38:2|PE 18:1_20:1",789374848,879472192,1088347776,1050811520,1378406784,1081072896,728767872,746002432,715191552,684396096,814713920,886710400
"PE 38:3|PE 18:0_20:3",78937280,94048176,155141424,67441696,94984624,75339456,103116400,94548904,97931528,98097072,106178600,105567184
"PE 38:3|PE 18:1_20:2",61448660,69276768,84780560,83098232,102275712,72449584,87682752,90868856,78469000,96359536,84309976,97375544
"PE 38:4|PE 18:0_20:4",3009243904,3546575616,3898290944,2692676864,3712164864,2912931840,4988952064,4916830720,4593019392,5318057984,5757611008,5485706240
"PE 38:4|PE 18:1_20:3",13263156,19860168,13477901,23474406,23841616,30856766,19152990,18182492,15417015,17545866,9721668,16729404
"PE 38:5",209383744,220989424,220698848,249488736,257101216,222967376,247587232,241737264,238680112,266780720,235656416,239275024
"PE 38:5|PE 18:1_20:4",1509684608,1795099776,2013665408,2043526400,2763417344,2264509696,2421998848,2416675584,2160568832,2430716416,2584703488,2532657920
"PE 38:6",62983160,64337404,66314636,49440872,48561436,42061756,67242256,58513632,62741060,61924840,62814976,64212764
"PE 38:6|PE 16:1_22:5",2255502,3561217,3153579,2468436,3048375,4186646,2821207,2635756,2538407,2479367,3366101,1909743
"PE 38:7|PE 16:1_22:6",4045428,3886702,5977156,5125399,4707022,7801299,5254677,4857690,5390569,3931187,6128129,5616923
"PE 40:2|PE 18:1_22:1",130994904,149270640,194674192,125109632,189690192,138935760,149852416,151076816,159974816,157425184,183058752,189995104
"PE 40:2|PE 20:1_20:1",27551016,31500186,34150080,54096012,56398928,53188120,22627252,25263774,23587346,23170744,25709872,23271610
"PE 40:4|PE 18:0_22:4",113786456,122741896,135777888,120027208,180025792,132633224,124738176,131394512,142333680,127596384,141505200,135266368
"PE 40:5|PE 18:1_22:4",15169485,30913244,31523000,24201152,38980184,22160286,19962874,23271804,20605036,20799410,20260204,19527376
"PE 40:6",138454656,143162336,138354752,157495264,138782192,148187632,129639688,121534432,115984256,118631440,126936928,110213544
"PE 40:6|PE 18:0_22:6",1030464320,1222312448,1262819456,972246528,1256515072,1114391296,1398817280,1414871040,1280744064,1520913792,1727840512,1596657536
"PE 40:6|PE 18:1_22:5",790624768,906796736,1001280512,1023485888,1234543616,1156346112,954942592,1018333056,915827648,933793152,1160164992,1062848640
"PE 40:7",289635680,308075968,257113840,257063536,215231568,211934224,340824256,291746688,282698464,320339520,330801184,268490304
"PE 40:8|PE 18:2_22:6",11249786,12071963,15444410,9451836,15630799,12335400,12005516,12715318,11385916,14036495,15922018,12291510
"PE 42:10",32032872,36445800,42633996,43758104,66340240,53513080,66074220,62811808,57055400,65348692,65939072,59583036
"PG 34:1|PG 16:0_18:1",819876800,829930112,1159247744,703886208,941790976,917755584,841445312,834150656,856638336,908519616,932907328,931755648
"PG 36:1|PG 18:0_18:1",36902920,38526312,59717028,28696144,48364756,40727856,40957136,39093212,38466584,40144360,41412928,43792056
"PG 36:2|PG 18:1_18:1",524097056,566209984,743601536,400220480,557030464,499948736,538002752,522044832,502633312,504735008,548517184,544293248
"PG 36:3|PG 18:1_18:2",7128816,6992715,10821708,5192988,7805786,6401474,15356485,15169035,12221978,13953119,15236976,16644610
"PG 36:4|PG 18:1_18:3",49425744,54421536,67874992,45854208,48961964,42517668,44362464,46450376,39255664,42244512,40321404,40105680
"PG 38:4|PG 18:1_20:3",5075134,5575499,7757406,4903268,6034540,5117966,5774144,5880464,4985441,5102518,5525546,6713949
"PG 38:5|PG 18:1_20:4",33013054,26433866,58378392,46771884,27841344,34372664,39003900,43066732,38347180,29305044,45048968,44912800
"PG 38:6|PG 18:1_20:5",5234122,8460358,5141472,2598090,2759979,2559646,5964559,4382295,2841224,4558088,3019620,2035004
"PG 38:7|PG 16:1_22:6",1753778,3248397,4554540,1435298,2324762,2074652,1103459,1531487,1355314,1695879,1652074,2506264
"PG 40:6|PG 18:1_22:5",22995608,21678968,29507538,31493304,16960408,28354472,22002770,28091246,20836374,18150546,24544036,31494184
"PG 40:7|PG 18:1_22:6",206958240,224813440,297702848,197028672,236305664,200217072,200803760,208265776,185843376,204434608,194301232,185442368
"PG 42:10|PG 20:4_22:6",13459142,19921206,28300722,21335420,35788412,29444802,5408564,7587894,4096469,3283266,9936613,4367887
"PG 42:9|PG 20:4_22:5",2759904,3130160,4540350,5445646,7399386,8312192,1698135,1888596,1667456,1675941,1899072,1298961
"PG 44:11|PG 22:5_22:6",11098740,10539407,16288046,18038202,24285074,15755914,6622096,2412414,5379844,5998447,2431906,4995136
"PI 34:2|PI 16:1_18:1",16812524,19046332,37839780,9502938,29145770,17399558,18442956,39338436,42232472,25308502,21354168,37733508
"PI 36:1|PI 18:0_18:1",570085120,454117920,1364123264,428853344,1391216896,627133184,719705216,1496269184,1553265664,743932096,662480320,1816562816
"PI 36:2|PI 18:0_18:2",26199826,17763348,70928288,9553743,71183408,25500826,28438664,37552444,41150860,27642224,34813116,68906208
"PI 36:3|PI 18:1_18:2",19131018,15771696,38902776,14348108,39363496,25247940,23128318,37710896,34295136,24223684,25316268,39503552
"PI 38:2|PI 18:0_20:2",6361154,4345248,13707367,5582102,14710485,6653837,8515487,16343174,16014590,10014724,8259348,18576986
"PI 38:3|PI 18:0_20:3",60388008,46605844,125818776,40618896,119370488,67007372,63256108,112982024,117240192,72951464,70373168,137148256
"PI 38:4|PI 18:0_20:4",1046497600,901072000,1830615040,632541440,1541845376,974100928,982763200,1532174208,1603842048,1135987072,1101608960,1737260416
"PI 38:4|PI 18:1_20:3",20001964,17916628,27209316,21164884,51147904,34159656,20883134,31911806,33711920,24406740,24340092,36803488
"PI 38:5|PI 18:1_20:4",218309216,207638688,441371168,237491872,597820224,345808800,237086512,364965696,366349984,259536416,257148912,401143680
"PI 38:6|PI 18:1_20:5",3337156,3730433,4994016,4390583,23196004,3818996,3221365,7194816,4133655,6558929,3928803,4801115
"PI 40:6|PI 18:1_22:5",15008122,16447895,35100240,14572392,39497020,25078320,20810996,32369280,30864430,23152390,23660682,34227544
"PS 36:2|PS 18:1_18:1",9567516,19540978,74535872,6508166,61605964,21810444,30228288,95619280,76152224,36938840,39288320,216235872
"SM 32:1;3O",17474666,17638538,23961248,16051933,22221264,21117716,21513502,21325128,15560223,21781422,22632560,21603722
"SM 34:1;2O|SM 18:1;2O/16:0",2559490304,2744252160,3426128128,2179275264,2524231424,2330419456,2316226304,2325014016,2035337216,2088068736,2099408256,2154745600
"SM 34:2;2O",150964720,166504336,202187280,163282240,166505120,147492384,177520336,190725104,174749328,163094976,188438752,167960992
"SM 34:2;2O|SM 18:2;2O/16:0",1545577728,1761638144,2165282560,1772989312,2272545536,1931869696,2223584768,2218425088,1912722688,2167183616,2382801920,2176128000
"SM 36:0;2O",342649696,384497824,639406912,228813056,335262816,262665024,381931296,448985984,355658496,279248320,289882592,369996800
"SM 36:2;2O",188262240,197669232,212916784,196608672,173602608,169181824,181183152,173572064,93425976,159237120,105643504,164531488
"SM 36:3;2O",31490580,32614316,29203764,43522540,50442424,35161336,34941632,32005490,25314916,29023112,16180264,28309406
"SM 38:1;2O",91972584,99125656,121399080,64019680,57098820,44771152,72834536,88381600,74260472,46344908,57166596,75259064
"SM 38:3;2O|SM 18:1;2O/20:2",68152720,81460896,91257048,77874080,96465168,86199968,87790480,91431512,70355672,91790704,96544008,82423200
"SM 38:4;2O|SM 18:1;2O/20:3",8683407,7152302,6619623,12309550,8078002,7173088,2976058,3814705,4282358,5378254,6522465,1906954
"SM 40:0;2O",53868504,64888560,83391280,43707576,85446344,55515120,51751708,60068708,58634904,39161276,37118712,61709716
"SM 40:1;2O",212767760,237884048,284738368,162654192,192992608,149877488,166874336,197795312,184891328,139957424,138365408,161383136
"SM 40:1;2O|SM 18:1;2O/22:0",141297456,164481328,203555920,128107336,161616144,151238064,155492576,197746992,158275344,128845824,135170800,167654368
"SM 40:2;2O",235868320,243657968,255108576,166342016,170531168,150707584,256716224,262796000,259440864,210276416,233637200,245945440
"SM 40:2;2O|SM 18:2;2O/22:0",963930816,1078526720,1380412160,966337600,1275463424,1127908608,1283504768,1308203392,1210473472,1319703680,1404721280,1330274560
"SM 40:3;2O|SM 18:2;2O/22:1",320581824,381066880,440118336,307887104,355775936,321573728,415988288,436980544,418402944,368447808,439869088,401409344
"SM 42:1;2O|SM 18:1;2O/24:0",95996432,120239832,132818952,128702280,166177536,122752584,112386384,156388752,138280192,83366408,91115152,114670520
"SM 42:2;2O",977222016,1106572544,1185431040,771458624,848974784,690818560,1084042496,1270329216,1063783488,1010916608,1174874240,1160321152
"SM 42:2;2O|SM 18:1;2O/24:1",776043392,849925248,1150217856,644610880,804162368,802409344,1131636480,1215168384,1073397504,1124147584,1156677120,1194257280
"SM 42:2;3O",33481344,34865028,39208132,32700340,39539668,30370946,45581656,49232532,45580844,39530472,48934712,52259892
"SM 42:3;2O|SM 18:2;2O/24:1",55686568,65767352,73636616,101428744,140102816,111980960,42540804,191837232,169967712,168925168,167714192,190588448
"SM 42:4;2O",6646000,6050433,6952571,7785269,8546511,4057936,7156732,7654200,6830917,6371254,6069954,7130895
